,id,value,mesure,Year
0,111,0.08695652173913043,in_deg_cent,2020
1,145,0.08695652173913043,in_deg_cent,2020
2,1,0.043478260869565216,in_deg_cent,2020
3,254,0.043478260869565216,in_deg_cent,2020
4,4,0.043478260869565216,in_deg_cent,2020
5,391,0.043478260869565216,in_deg_cent,2020
6,369,0.043478260869565216,in_deg_cent,2020
7,366,0.043478260869565216,in_deg_cent,2020
8,34,0.043478260869565216,in_deg_cent,2020
9,327,0.043478260869565216,in_deg_cent,2020
10,270,0.043478260869565216,in_deg_cent,2020
11,27,0.043478260869565216,in_deg_cent,2020
12,260,0.043478260869565216,in_deg_cent,2020
13,208,0.043478260869565216,in_deg_cent,2020
14,18,0.043478260869565216,in_deg_cent,2020
15,206,0.043478260869565216,in_deg_cent,2020
16,183,0.043478260869565216,in_deg_cent,2020
17,163,0.043478260869565216,in_deg_cent,2020
18,141,0.043478260869565216,in_deg_cent,2020
19,139,0.043478260869565216,in_deg_cent,2020
20,174,0.043478260869565216,in_deg_cent,2020
21,449,0.043478260869565216,in_deg_cent,2020
22,165,0.0,in_deg_cent,2020
23,158,0.0,in_deg_cent,2020
0,111,0.08695652173913043,out_deg_cent,2020
1,1,0.043478260869565216,out_deg_cent,2020
2,254,0.043478260869565216,out_deg_cent,2020
3,4,0.043478260869565216,out_deg_cent,2020
4,391,0.043478260869565216,out_deg_cent,2020
5,369,0.043478260869565216,out_deg_cent,2020
6,366,0.043478260869565216,out_deg_cent,2020
7,34,0.043478260869565216,out_deg_cent,2020
8,327,0.043478260869565216,out_deg_cent,2020
9,270,0.043478260869565216,out_deg_cent,2020
10,27,0.043478260869565216,out_deg_cent,2020
11,260,0.043478260869565216,out_deg_cent,2020
12,208,0.043478260869565216,out_deg_cent,2020
13,18,0.043478260869565216,out_deg_cent,2020
14,206,0.043478260869565216,out_deg_cent,2020
15,183,0.043478260869565216,out_deg_cent,2020
16,165,0.043478260869565216,out_deg_cent,2020
17,158,0.043478260869565216,out_deg_cent,2020
18,145,0.043478260869565216,out_deg_cent,2020
19,141,0.043478260869565216,out_deg_cent,2020
20,139,0.043478260869565216,out_deg_cent,2020
21,174,0.043478260869565216,out_deg_cent,2020
22,449,0.043478260869565216,out_deg_cent,2020
23,163,0.0,out_deg_cent,2020
0,1,0.043478260869565216,close_cent,2020
1,163,0.043478260869565216,close_cent,2020
2,369,0.043478260869565216,close_cent,2020
3,366,0.043478260869565216,close_cent,2020
4,18,0.043478260869565216,close_cent,2020
5,206,0.043478260869565216,close_cent,2020
6,208,0.043478260869565216,close_cent,2020
7,145,0.043478260869565216,close_cent,2020
8,111,0.043478260869565216,close_cent,2020
9,174,0.043478260869565216,close_cent,2020
10,158,0.0,close_cent,2020
11,270,0.0,close_cent,2020
12,4,0.0,close_cent,2020
13,391,0.0,close_cent,2020
14,34,0.0,close_cent,2020
15,327,0.0,close_cent,2020
16,27,0.0,close_cent,2020
17,165,0.0,close_cent,2020
18,260,0.0,close_cent,2020
19,254,0.0,close_cent,2020
20,139,0.0,close_cent,2020
21,141,0.0,close_cent,2020
22,183,0.0,close_cent,2020
23,449,0.0,close_cent,2020
0,1,0.0,between_cent,2020
1,18,0.0,between_cent,2020
2,4,0.0,between_cent,2020
3,391,0.0,between_cent,2020
4,369,0.0,between_cent,2020
5,366,0.0,between_cent,2020
6,34,0.0,between_cent,2020
7,327,0.0,between_cent,2020
8,270,0.0,between_cent,2020
9,27,0.0,between_cent,2020
10,260,0.0,between_cent,2020
11,254,0.0,between_cent,2020
12,208,0.0,between_cent,2020
13,206,0.0,between_cent,2020
14,183,0.0,between_cent,2020
15,163,0.0,between_cent,2020
16,165,0.0,between_cent,2020
17,158,0.0,between_cent,2020
18,145,0.0,between_cent,2020
19,141,0.0,between_cent,2020
20,139,0.0,between_cent,2020
21,174,0.0,between_cent,2020
22,111,0.0,between_cent,2020
23,449,0.0,between_cent,2020
0,0,0.0,average_clustering,2020
1,0,0.2696799449852973,degree_assortativity,2020
2,0,0.26967994498529685,degree_pearson_corr,2020
