"Genero_Usuario","Ciclo_Estacion_Retiro","Ciclo_Estacion_Arribo","Viajes","Tiempo_Promedio"
"M","232",232,390,1244.00256410256
"M","237",227,391,532.539641943734
"M","237",236,383,383.691906005222
"M","24",1,380,464.915789473684
"M","24",27,383,400.339425587467
"M","24",266,569,1023.11423550088
"M","24",271,373,979.353887399464
"M","240",208,413,685.464891041162
"M","241",222,416,1346.96394230769
"M","241",241,846,1779.68794326241
"M","241",459,382,857.094240837696
"M","242",208,692,684.757225433526
"M","242",242,810,756.032098765432
"M","247",247,584,2052.68150684932
"M","25",1,450,437.704444444444
"M","251",251,381,1467.34645669291
"M","254",254,464,1295.96767241379
"M","255",255,635,939.689763779528
"M","256",111,525,396.152380952381
"M","256",183,558,386.853046594982
"M","256",256,452,1340.78318584071
"M","257",33,514,1687.70428015564
"M","257",108,716,883.178770949721
"M","257",139,432,1199.08564814815
"M","257",160,491,669.329938900204
"M","257",257,1748,2051.78432494279
"M","257",260,567,971.081128747795
"M","257",449,392,1576.56887755102
"M","26",26,535,2274.24299065421
"M","26",96,550,753.958181818182
"M","26",266,808,500.897277227723
"M","26",271,630,522.544444444444
"M","260",33,481,1506.80873180873
"M","260",108,372,1006.70967741935
"M","260",257,523,1071.71510516252
"M","260",260,927,1854.67206040992
"M","262",262,553,1247.05967450271
"M","263",263,504,1438.15079365079
"M","266",270,366,419.827868852459
"M","27",1,640,495.4234375
"M","27",27,1506,1674.92961487384
"M","27",29,512,697.333984375
"M","27",41,463,1067.16198704104
"M","27",43,531,1006.38983050847
"M","27",52,394,963.989847715736
"M","27",96,464,871.021551724138
"M","27",174,402,643.293532338308
"M","27",266,522,859.754789272031
"M","27",271,657,755.290715372907
"M","270",266,840,396.046428571429
"M","270",267,394,376.751269035533
"M","270",270,763,1116.87680209699
"M","270",271,452,593.736725663717
"M","271",1,575,876.577391304348
"M","271",3,406,589.381773399015
"M","271",7,415,990.853012048193
"M","271",10,547,454.135283363803
"M","271",14,483,1025.20082815735
"M","271",15,370,885.335135135135
"M","271",16,452,868.446902654867
"M","271",17,438,810.931506849315
"M","271",20,408,648.149509803922
"M","271",26,1048,448.500954198473
"M","271",27,534,778.159176029963
"M","271",28,510,932.017647058824
"M","271",41,567,563.458553791887
"M","271",43,392,826.232142857143
"M","271",52,390,799.3
"M","271",85,441,705.442176870748
"M","271",107,504,797.105158730159
"M","271",111,452,722.933628318584
"M","271",113,458,603.303493449782
"M","271",183,426,666.579812206573
"M","271",270,837,438.689366786141
"M","271",271,499,2142.09619238477
"M","276",276,400,1465.17
"M","276",295,374,567.430481283422
"M","277",277,395,1338.75696202532
"M","28",1,403,663.75682382134
"M","28",27,661,536.231467473525
"M","28",28,579,1594.26597582038
"M","28",266,526,1074.78707224335
"M","280",295,546,349.747252747253
"M","281",281,403,1392.10669975186
"M","282",295,545,277.218348623853
"M","286",167,702,296.059829059829
"M","286",286,578,2032.03979238754
"M","287",182,398,597.037688442211
"M","291",291,412,1432.33737864078
"M","295",277,435,356.908045977012
"M","295",280,434,486.223502304147
"M","295",282,408,285.752450980392
"M","295",295,1084,1942.37361623616
"M","295",299,587,391.873935264055
"M","295",302,482,552.973029045643
"M","295",317,458,529.050218340611
"M","295",318,438,354.271689497717
"M","296",296,761,1803.43363994744
"M","298",298,369,1637.50677506775
"M","299",295,370,461.732432432432
"M","30",1,514,520.233463035019
"M","30",30,814,1553.36855036855
"M","300",300,432,1888.52546296296
"M","300",391,415,992.956626506024
"M","309",309,368,1582.49184782609
"M","310",312,442,284.81221719457
"M","312",312,436,1317.87614678899
"M","318",295,415,337.053012048193
"M","32",2,413,438.455205811138
"M","32",4,699,335.682403433476
"M","320",320,389,1789.19280205656
"M","321",321,528,1757.23106060606
"M","325",325,597,1439.12060301508
"M","327",175,396,1034.37121212121
"M","327",327,801,2028.69538077403
"M","327",391,604,1304.29635761589
"M","33",33,2597,2166.72429726608
"M","33",139,398,1979.64070351759
"M","33",257,401,1930.81296758105
"M","33",260,436,1352.1376146789
"M","33",449,741,1349.00539811066
"M","333",333,465,1527.96559139785
"M","34",1,849,561.078916372203
"M","34",34,2216,1604.32761732852
"M","340",324,425,307.254117647059
"M","340",325,428,436.467289719626
"M","35",1,788,549.873096446701
"M","35",6,419,429.138424821002
"M","35",35,443,1448.55981941309
"M","351",351,382,1994.58115183246
"M","359",356,640,381.671875
"M","359",357,727,264.334250343879
"M","36",36,384,1185.33072916667
"M","36",45,425,362.056470588235
"M","36",53,660,301.927272727273
"M","36",58,456,301.401315789474
"M","36",63,439,420.168564920273
"M","360",360,428,1649.14719626168
"M","366",369,397,182.002518891688
"M","369",372,376,321.380319148936
"M","37",27,419,620.284009546539
"M","37",37,625,1857.7536
"M","37",53,382,368.15445026178
"M","372",370,474,259.892405063291
"M","373",359,404,385.475247524752
"M","38",38,367,1590.43869209809
"M","38",45,470,357.785106382979
"M","38",59,371,489.846361185984
"M","385",389,399,245.268170426065
"M","385",390,595,291.470588235294
"M","387",387,377,1371.93633952255
"M","389",385,443,324.715575620767
"M","39",39,634,1242.60410094637
"M","390",334,444,478.637387387387
"M","390",385,410,396.265853658537
"M","390",398,527,503.836812144213
"M","391",300,444,1099.31981981982
"M","391",327,756,1340.14417989418
"M","391",391,1333,2700.13203300825
"M","394",336,431,453.716937354988
"M","398",390,370,625.489189189189
"M","398",427,473,427.532769556025
"M","4",1,479,450.582463465553
"M","4",4,597,1453.59128978224
"M","4",32,378,387.568783068783
"M","404",404,513,1462.67641325536
"M","405",405,590,1503.74915254237
"M","407",407,845,1179.33727810651
"M","41",3,488,547.223360655738
"M","41",17,476,759.023109243697
"M","41",18,410,638.624390243902
"M","41",19,511,621.708414872798
"M","41",20,495,485.260606060606
"M","41",41,618,1689.99514563107
"M","41",87,371,613.514824797844
"M","41",256,378,441.047619047619
"M","41",266,551,521.842105263158
"M","41",271,369,572.444444444444
"M","426",426,387,1247.51162790698
"M","427",398,679,400.829160530191
"M","427",427,384,1970.21614583333
"M","43",43,505,1752.25940594059
"M","43",87,579,419.80829015544
"M","43",88,386,562.841968911917
"M","43",266,367,698.613079019074
"M","431",402,432,361.314814814815
"M","433",433,468,1255.61752136752
"M","434",391,380,1812.97631578947
"M","434",434,1872,1846.26602564103
"M","44",44,674,665.154302670623
"M","440",431,428,414.542056074766
"M","440",432,509,311.803536345776
"M","440",443,454,350.720264317181
"M","440",444,540,362.961111111111
"M","444",440,416,581.543269230769
"M","445",445,423,1624.56973995272
"M","448",448,377,1493.3899204244
"M","449",33,654,1249.93425076453
"M","449",190,398,915.909547738694
"M","449",241,432,1512.67824074074
"M","449",247,446,861.152466367713
"M","449",260,387,1373.53746770026
"M","449",449,1282,1508.84009360374
"M","45",36,504,316.55753968254
"M","45",45,773,1149.95730918499
"M","45",53,393,369.664122137405
"M","45",64,430,423.339534883721
"M","450",450,441,1439.7619047619
"M","459",241,411,1051.4501216545
"M","459",459,463,1572.92872570194
"M","460",208,683,711.606149341142
"M","464",464,396,1887.15656565657
"M","464",472,505,740.083168316832
"M","465",197,652,723.877300613497
"M","465",242,409,543.048899755501
"M","465",463,635,385.795275590551
"M","466",197,441,579.755102040816
"M","466",242,442,454.142533936652
"M","467",241,539,902.816326530612
"M","467",464,408,633.68137254902
"M","47",47,718,1115.89554317549
"M","479",257,367,665.934604904632
"M","48",48,487,1440.66735112936
"M","48",87,541,435.500924214418
"M","48",96,379,482.32981530343
