source,target,Viajes,Tiempo_Promedio
6,103,409,608.2640587
6,118,393,576.8091603
6,174,1241,590.9347301
6,266,553,919.9077758
6,271,597,893.7939698
7,1,1202,582.4276206
7,2,385,392.5272727
7,4,386,350.0984456
7,5,599,379.8180301
7,6,500,540.79
7,7,3102,1309.588975
7,8,453,830.6445916
7,9,725,461.6110345
7,11,865,578.7537572
7,12,505,722.6693069
7,18,628,635.3248408
7,24,975,431.5087179
7,25,384,623.7916667
7,27,930,639.2516129
7,28,629,356.1128776
7,31,394,706.9568528
7,32,443,398.6343115
7,39,396,558.3282828
7,115,487,818.798768
7,217,372,723.1639785
7,255,369,849.7398374
7,266,758,1261.618734
7,267,374,1370.259358
7,271,688,1220.87064
8,7,668,824.7829341
8,8,582,1902.269759
8,26,625,534.2048
8,29,1008,471.7996032
8,41,657,589.870624
8,43,1261,698.0499603
8,52,582,859.4725086
8,96,485,932.1938144
8,119,414,436.0628019
8,266,746,768.8324397
8,267,426,689.6478873
8,270,426,684.2276995
8,271,500,671.256
9,1,1186,435.8785835
9,2,709,412.8392102
9,7,435,539.937931
9,9,732,1014.289617
9,11,595,420.3243697
9,14,530,334.1679245
9,27,627,475.9330144
9,32,769,401.2093628
9,34,391,606.6240409
9,35,547,530.8829982
9,47,453,498.0905077
9,86,428,512.5817757
9,174,685,703.5474453
9,254,370,798.7702703
9,266,472,1056.688559
9,267,369,1089.01626
9,271,463,1016.406048
10,1,677,690.929099
10,3,589,411.991511
10,10,967,1122.690796
10,11,557,518.1274686
10,14,620,882.9822581
10,15,886,726.9085779
10,16,619,801.4216478
10,17,810,626.854321
10,18,831,574.2972323
10,19,1079,481.5857275
10,20,758,400.5699208
10,23,669,716.632287
10,27,774,566.125323
10,34,442,660.9366516
10,41,594,609.5505051
10,43,584,645.5804795
10,52,521,771.159309
10,96,544,714.2757353
10,99,691,475.1693198
10,107,592,463.6756757
10,116,563,442.7886323
10,119,805,397.3813665
10,254,421,619.5653207
10,266,1695,548.739233
10,267,939,518.1182109
10,270,511,478.9804305
10,271,872,546.1284404
10,450,396,477.0429293
11,1,1505,354.3953488
11,5,378,420.1798942
11,7,748,717.7473262
11,9,368,560.0108696
11,11,1169,1359.692044
11,14,585,576.8940171
11,15,838,480.1778043
11,28,686,568.4475219
11,34,659,469.8133536
11,35,679,518.0324006
11,41,403,869.2878412
11,86,444,258.2252252
11,96,448,1028.727679
11,99,674,743.6602374
11,103,481,631.7588358
11,174,1659,496.5117541
11,183,481,425.2016632
11,254,558,493.2455197
11,266,388,842.8737113
11,271,465,793.8365591
12,1,711,471.0956399
12,6,664,394.185241
12,12,642,1314.719626
12,17,758,474.5659631
12,18,482,436.5
12,103,375,575.8346667
12,174,1012,511.3389328
12,254,436,452.6766055
12,271,387,701.9844961
13,27,384,596.2109375
13,266,620,1205.103226
13,267,551,1267.646098
13,271,551,1156.270417
14,1,765,660.1908497
14,14,998,2195.8998
14,16,524,527.971374
14,18,1729,526.3979179
14,19,744,675.3763441
14,20,580,764.1568966
14,24,765,439.1437908
14,25,880,509.1795455
14,26,405,963.3283951
14,27,1851,608.5537547
14,31,888,587.1824324
14,35,442,810.8846154
14,41,492,1331.254065
14,43,582,1431.04811
14,47,405,621.9382716
14,52,403,1700.176179
14,86,543,734.7642726
14,124,482,1134.657676
14,174,596,941.3137584
14,176,521,1194.992322
14,192,460,798.2543478
14,193,450,802.1111111
14,194,445,755.7438202
14,207,468,707.6153846
14,217,926,699.1393089
14,226,436,618.4036697
14,232,472,535.095339
14,235,389,951.1233933
14,239,507,503.5404339
14,250,477,573.7631027
14,254,409,1086.96577
14,266,1102,1242.014519
14,267,719,1222.114047
14,271,1221,1112.556102
14,272,487,1109.525667
15,1,897,571.9565217
15,8,381,722.480315
15,11,391,594.5856777
15,15,774,1202.52584
15,16,408,773.2401961
15,18,1086,504.6924494
15,19,524,574.9198473
15,20,892,630.2780269
15,24,488,532.4221311
15,25,425,503.4447059
15,27,1803,510.8136439
15,29,389,957.0951157
15,31,655,584.4122137
15,32,367,505.5313351
15,34,425,584.6282353
15,35,559,517.7352415
15,43,453,1228.730684
15,46,394,423.8959391
15,47,394,668.1624365
15,86,422,625.6824645
15,115,527,578.2713472
15,194,566,719.1925795
15,217,573,746.2094241
15,246,389,717.1028278
15,250,457,580.5842451
15,253,538,428.7267658
15,266,1156,1124.720588
15,267,875,1215.152
15,271,927,1056.290183
15,272,401,1043.386534
15,452,422,702.5947867
16,1,973,490.4645427
16,2,524,388.3358779
16,7,737,419.0203528
16,14,957,555.4315569
16,15,528,462.1212121
16,16,1331,1422.495868
16,18,502,743.1374502
16,20,529,651.7901701
16,27,835,545.2407186
16,32,802,354.3690773
16,35,661,428.8986384
16,41,395,1124.321519
16,43,556,1215.553957
16,47,474,536.9873418
16,52,428,1234.350467
16,194,636,837.8537736
16,217,380,840.9947368
16,250,527,613.4136622
16,253,960,463.8666667
16,266,1427,1075.140154
16,267,908,1087.534141
16,271,887,1053.224352
16,272,454,1026.918502
17,1,1126,399.6776199
17,7,403,581.2729529
17,12,584,429.4931507
17,14,892,389.5056054
17,15,523,349.5793499
17,17,467,1392.895075
17,18,450,751.6222222
17,20,531,448.5442561
17,27,860,451.9476744
17,34,534,515.8801498
17,35,1059,387.7412653
17,41,377,959.9655172
17,86,423,483.964539
17,194,414,929.4927536
17,266,986,1021.89858
17,267,743,1033.913863
17,271,923,945.7757313
17,272,548,897.4762774
18,1,4812,365.6845387
18,2,472,499.0211864
18,4,563,418.2397869
18,6,434,697.5069124
18,7,833,500.7671068
18,12,366,414.0601093
18,14,2379,473.3148382
18,15,1662,409.5246691
18,16,528,514.0208333
18,17,479,423.5407098
18,18,1592,1196.964196
18,20,482,518.0954357
18,23,817,497.6646267
18,24,419,706.4725537
18,25,371,1015.285714
18,27,369,797.5528455
18,28,945,490.4825397
18,29,680,799.4073529
18,35,483,489.7329193
18,41,769,890.4304291
18,43,839,1165.759237
18,52,488,1160.497951
18,85,556,454.2482014
18,86,555,429.6666667
18,96,369,1230.436314
18,103,507,837.8934911
18,111,548,635.9726277
18,118,514,487.3404669
18,134,676,572.8698225
18,174,1069,690.4200187
18,183,694,619.1051873
18,194,840,860.6738095
18,217,381,979.8503937
18,250,382,843.4633508
18,253,440,731.1590909
18,254,692,659.9234104
18,261,517,485.3539652
18,266,1315,904.8684411
18,267,761,916.4822602
18,270,605,807.9157025
18,271,1256,855.9800955
18,272,624,823.3108974
19,1,1004,452.1025896
19,7,834,576.4652278
19,9,373,509.1689008
19,10,369,741.4281843
19,13,400,533.37
19,14,1597,657.4189105
19,15,1543,490.1523007
19,16,653,489.3323124
19,17,669,371.8221226
19,18,424,678.5495283
19,19,787,1227.900889
19,23,632,572.4335443
19,24,540,558.8796296
19,28,514,591.7120623
19,29,520,636.6903846
19,41,521,888.159309
19,43,707,1000.076379
19,52,385,1117.898701
19,85,411,369.1411192
19,103,382,673.6649215
19,174,924,592.0367965
19,183,609,490.6206897
19,194,445,1089.624719
19,254,406,587.8103448
19,261,437,597.604119
19,266,804,867.4514925
19,267,529,854.7296786
19,270,417,722.7074341
19,271,881,798.461975
19,272,394,745.428934
20,1,583,528.2521441
20,5,386,452.2409326
20,7,891,625.1414141
20,13,434,626.1797235
20,14,1505,664.9448505
20,15,1658,527.6127865
20,16,1241,538.6269138
20,17,951,418.5667718
20,18,839,429.3706794
20,19,403,525.6476427
20,20,1112,1286.260791
20,23,852,564.1467136
20,24,562,614.8362989
20,25,380,683.9921053
20,29,603,629.6318408
20,35,398,535.6030151
20,41,701,759.1383738
20,43,692,880.2210983
20,52,749,952.222964
20,96,391,904.9872123
20,107,496,745.0544355
20,174,605,654.414876
20,176,464,680.8017241
20,254,568,506.3415493
20,261,416,582.8485577
20,266,993,762.4813696
20,267,745,746.209396
20,270,380,799.5184211
20,271,1039,694.6275265
20,272,634,686.7728707
21,1,579,620.6580311
21,18,540,531.0611111
21,20,379,656.7651715
21,21,418,5403.961722
21,24,503,399.7693837
21,25,502,523.7649402
21,27,1564,501.1400256
21,29,520,849.3038462
21,31,537,518.7988827
21,41,401,1259.099751
21,43,694,1140.763689
21,46,404,324.9950495
21,85,441,725.8412698
21,266,1054,1151.837761
21,267,744,1199.770161
21,271,767,1128.932203
21,272,394,1086.982234
22,1,548,617.7536496
22,18,441,696.5873016
22,20,373,740.4986595
22,24,379,458.6728232
22,25,429,537.1328671
22,27,1361,559.1616458
22,29,469,961.869936
22,31,458,624.220524
22,41,386,1152.103627
22,43,647,1174.805255
22,266,1035,1167.578744
22,267,806,1180.967742
22,271,692,1099.122832
22,272,411,1065.53528
23,1,1102,583.2731397
23,8,399,636.6666667
23,11,368,546.236413
23,18,922,542.9696312
23,20,660,644.0515152
23,23,915,1232.579235
23,24,434,447.5184332
23,25,663,493.4223228
23,27,2501,476.9904038
23,29,746,842.5214477
23,31,833,537.8403361
23,34,370,525.972973
23,35,591,497.3705584
23,41,637,1025.901099
23,43,855,1167.31462
23,47,487,580.5482546
23,52,467,1269.077088
23,86,418,685.2464115
23,115,461,603.9067245
23,116,431,667.4570766
23,174,388,942.185567
23,176,416,1113.192308
23,266,2318,1088.279983
23,267,1323,1105.108088
23,271,1429,1044.596921
23,272,638,1013.714734
24,1,1139,480.2563652
24,2,506,412.284585
24,7,950,554.3673684
24,8,379,527.2401055
24,10,395,753.5063291
24,11,444,460.9279279
24,14,520,681.2923077
24,15,478,464.4497908
24,18,401,700.9825436
24,19,463,552.0691145
24,20,599,525.9699499
24,23,384,524.84375
24,24,741,1354.869096
24,26,496,715.703629
24,27,1731,408.3344887
24,29,648,808.0740741
24,31,566,525.0759717
24,34,371,572.1698113
24,35,598,469.4381271
24,41,913,979.4644031
24,43,1178,1095.689304
24,47,376,555.6090426
24,52,522,1289.934866
24,86,503,544.916501
24,96,490,1198.65102
24,115,480,576.0729167
24,116,655,619.3251908
24,121,550,477.3018182
24,174,410,896.5463415
24,176,428,1063.196262
24,183,370,825.927027
24,266,1625,1051.555692
24,267,940,1058.932979
24,270,681,874.4537445
24,271,1070,1037.418692
24,272,534,1048.520599
25,1,1322,433.8645991
25,7,398,499.540201
25,10,401,783.1396509
25,14,670,533.8791045
25,15,444,472.0990991
25,20,387,761.1007752
25,23,502,524.063745
25,25,1135,1157.598238
25,26,441,621.829932
25,27,1189,476.6753574
25,29,652,756.8665644
25,35,759,355.4150198
25,41,774,998.9780362
25,43,1141,1093.911481
25,52,613,1245.978793
25,115,432,467.1805556
25,116,396,532.5530303
25,174,404,822.8861386
25,266,1382,977.4167873
25,267,848,1027.96816
25,270,571,914.3887916
25,271,869,943.4637514
25,272,396,982.8409091
26,3,380,520.9736842
26,18,426,591.5422535
26,19,649,522.4144838
26,26,852,1575.769953
26,27,443,654.1783296
26,29,715,436.7146853
26,41,648,660.5385802
26,43,1605,613.9557632
26,52,884,742.85181
26,55,472,911.6864407
26,65,373,775.463807
26,82,370,664.5540541
26,87,422,898.6018957
26,96,1560,626.399359
26,107,892,500.3295964
26,116,484,465.142562
26,119,890,367.8820225
26,266,1995,553.281203
26,267,894,552.7449664
26,270,961,440.6139438
26,271,1607,530.9309272
27,1,2311,450.2574643
27,2,392,687.9285714
27,4,562,520.0516014
27,5,603,525.0978441
27,6,718,410.7005571
27,7,915,627.0983607
27,8,437,659.3112128
27,9,497,527.5070423
27,10,905,615.9138122
27,14,1507,691.4890511
27,15,1568,513.4336735
27,16,689,803.6240929
27,17,932,474.7156652
27,18,504,726.843254
27,23,1065,587.114554
27,24,479,650.9436326
27,25,659,824.7025797
27,26,1118,512.7128801
27,27,1961,1609.490566
27,28,1044,695.7911877
27,29,1526,708.9259502
27,34,376,661.6489362
27,35,407,645.4078624
27,41,1588,992.3664987
27,43,2500,986.6464
27,48,413,982.0363196
27,52,1334,1094.623688
27,55,631,1181.228209
27,65,416,1194.387019
27,82,424,1050.658019
27,85,672,473.391369
27,87,551,1197.684211
27,90,460,1741.847826
27,96,823,982.6658566
27,98,369,829.395664
27,99,384,894.265625
27,103,673,796.9673105
27,107,469,699.5309168
27,111,607,705.4217463
27,112,625,558.9392
27,113,592,447.160473
27,114,424,543.759434
27,116,765,445.4392157
27,118,396,428.8484848
27,119,524,562.9446565
27,132,433,714.5935335
27,133,376,636.8617021
27,134,381,688.1286089
27,174,1369,706.0452885
27,176,471,913.329087
27,183,910,624.7395604
27,194,440,1507.106818
27,254,660,629.9484848
27,255,531,578.0414313
27,256,549,637.2513661
27,261,448,565.5513393
27,266,1989,853.7461036
27,267,1264,891.6985759
27,270,1112,809.1942446
27,271,1884,820.1507431
27,272,770,852.8844156
28,1,1792,609.8850446
28,7,736,354.5353261
28,11,896,585.8314732
28,18,981,470.7125382
28,19,371,609.7681941
28,24,552,389.8695652
28,25,530,413.8075472
28,27,1766,490.288222
28,28,1220,1232.690164
28,31,906,610.3576159
28,43,374,1152.695187
28,64,406,622.1083744
28,184,373,863.4235925
28,205,442,765.5950226
28,207,517,698.1025145
28,217,609,706.0804598
28,232,548,591.7591241
28,239,636,525.0377358
28,248,526,664.3231939
28,250,506,601.4466403
28,253,495,464.640404
28,266,1619,1148.933292
28,267,858,1144.315851
28,271,874,1100.213959
28,272,533,1071.009381
28,452,615,748.5674797
29,1,392,957.0484694
29,3,475,576.5305263
29,14,432,1105.273148
29,15,371,919.2857143
29,17,374,836.1657754
29,18,740,695.6189189
29,19,788,615.1345178
29,20,716,566.1564246
29,23,377,866.9310345
29,26,506,362.8418972
29,27,524,751.1335878
29,29,489,1194.01636
29,43,409,968.2102689
29,52,579,683.5837651
29,55,522,641.8659004
29,82,393,495.7938931
29,87,482,665.5560166
29,96,522,637.7279693
29,266,565,569.2973451
30,1,395,474.0962025
30,30,707,1271.015559
31,1,678,524.5265487
31,6,479,449.7745303
31,7,507,669.025641
31,14,608,753.8963816
31,15,439,555.6309795
31,23,576,502.625
31,24,550,465.2127273
31,28,1169,488.3986313
31,31,540,1091.040741
31,32,546,469.9102564
31,34,406,504.6847291
31,35,408,366.3602941
31,43,435,849.8482759
31,107,405,656.3876543
31,116,562,465.9128114
31,119,397,453.4584383
31,136,391,647.7723785
31,158,517,787.8588008
31,266,626,891.9984026
31,267,519,915.5260116
31,271,461,870.6399132
32,1,458,646.6004367
32,2,1247,465.3648757
32,4,1618,392.8096415
32,5,605,446.8330579
32,9,1300,402.5207692
32,16,1060,340.8113208
32,23,386,727.1010363
32,24,670,362.338806
32,27,471,608.1932059
32,32,756,1178.734127
32,34,446,423.8901345
32,35,651,416.2549923
32,36,372,436.9973118
32,47,441,457.2154195
32,51,373,405.8525469
32,56,443,592.2866817
32,63,391,497.9104859
32,136,383,621.3315927
32,205,490,921.7408163
32,246,446,715.1659193
32,266,606,1133.115512
32,267,366,1169.928962
32,271,541,1104.787431
32,452,569,792.4938489
33,33,1499,1517.836558
33,139,640,991.4734375
33,155,511,978.1213307
33,175,375,1234.058667
33,241,392,1719.762755
33,247,662,814.5453172
33,260,771,1147.989624
33,449,685,904.2817518
34,1,2502,564.243805
34,2,651,641.8571429
34,5,926,460.4924406
34,6,703,548.5945946
34,9,395,563.7924051
34,10,503,695.749503
34,11,655,557.6152672
34,16,621,470.9855072
34,17,789,366.9429658
34,18,411,580.3260341
34,20,670,481.558209
34,23,454,456.4405286
34,24,772,370.0051813
34,25,501,537.1197605
34,27,487,475.1765914
34,32,868,320.9953917
34,34,763,1278.692005
34,36,488,654.2991803
34,266,373,1059.627346
35,1,2604,523.4635177
35,2,662,618.478852
35,5,973,475.934224
35,6,989,480.3741153
35,9,439,543.5854214
35,11,760,526.3710526
35,16,675,461.8088889
35,17,919,350.9510337
35,18,422,484.2203791
35,20,582,424.5103093
35,23,398,515.7688442
35,24,984,373.6432927
35,25,832,387.2175481
35,27,556,468.1978417
35,32,708,395.4830508
35,35,459,1480.810458
35,85,437,1022.79405
35,266,414,1003.359903
35,271,419,963.5680191
36,24,545,709.4018349
36,27,501,767.2295409
36,36,1009,1439.005946
36,38,751,338.7723036
36,39,608,458.3667763
36,42,371,510.2749326
36,45,989,316.2123357
36,46,632,355.9509494
36,47,720,494.8611111
36,49,542,312.8154982
36,50,769,324.573472
36,51,521,473.8848369
36,53,2003,329.4717923
36,54,599,337.1936561
36,57,1623,285.25878
36,58,1026,342.9805068
36,59,414,956.5386473
36,60,1408,349.1115057
36,61,528,599.0700758
36,62,921,393.7730727
36,63,984,380.4756098
36,64,1352,522.933432
36,66,850,452.9035294
36,67,509,518.9312377
36,68,776,536.5219072
36,69,511,645.6751468
36,70,397,625.7556675
36,72,1107,478.66486
36,73,725,507.4455172
36,74,1054,475.7571157
36,133,370,874.8081081
36,136,414,759.6714976
36,142,510,664.527451
36,146,443,758.3566591
36,150,458,789.5240175
36,173,379,865.3271768
36,179,407,727.1646192
36,182,1093,755.3275389
36,195,463,698.1835853
36,205,491,814.6598778
36,226,508,625.7322835
36,258,374,342.4010695
36,266,368,1296.622283
37,1,431,714.0162413
37,24,379,470.6411609
37,25,396,583.959596
37,27,639,658.5821596
37,36,384,280.1328125
37,37,1050,1090.174286
37,40,473,471.154334
37,47,526,483.9676806
37,53,665,486.8857143
37,54,457,387.7089716
37,59,575,440.2521739
37,61,457,471.0415755
37,64,1000,471.065
37,69,386,510.0233161
37,72,739,597.8146143
37,74,484,487.7479339
38,24,381,631.2650919
38,27,662,645.3927492
38,36,990,261.1111111
38,38,1023,1031.44868
38,40,577,443.05026
38,45,727,625.5474553
38,47,550,478.0490909
38,49,511,386.3933464
38,51,574,400.0574913
38,53,757,471.676354
38,54,944,367.5052966
38,56,564,512.7553191
38,57,658,345.343465
38,58,550,387.36
38,59,609,462.7619048
38,61,1067,460.8856607
38,63,599,422.9883139
38,64,1095,503.5589041
38,68,475,480
38,74,515,506.9359223
38,271,414,1226.144928
38,447,728,292.4684066
39,7,552,527.5452899
39,27,455,589.8549451
39,36,506,415.673913
39,37,406,303.6674877
39,38,479,328.7599165
39,39,735,1057.470748
39,47,510,409.3215686
39,51,729,291.9766804
39,56,665,354.6225564
39,64,467,577.3940043
39,136,372,435.3360215
39,447,402,397.7064677
40,36,423,521.5768322
40,37,500,487.832
40,38,767,416.63103
40,40,754,1088.286472
40,45,518,448.976834
40,46,661,341.7216339
40,47,1075,327.0781395
40,51,979,350.514811
40,56,886,376.6546275
40,64,420,644.9238095
40,74,395,743.7037975
40,182,476,930.2857143
40,266,453,1026.88521
41,1,688,883.0697674
41,3,1650,453.0309091
41,6,397,792.97733
41,10,1221,358.5823096
41,11,677,680.05613
41,12,410,591.6487805
41,14,872,1067.65367
41,15,972,890.9320988
41,16,905,997.2574586
41,17,1032,775.8527132
41,18,1440,693.3972222
41,19,2003,591.6655017
41,20,2035,493.765602
41,23,430,931.0465116
41,24,512,816.9160156
41,25,576,853.2152778
41,26,655,357.7770992
41,27,987,743.5967579
41,41,1063,1470.383819
41,43,458,883.9541485
41,52,798,774.7568922
41,55,446,950.9237668
41,87,502,754.3864542
41,96,428,865.1775701
41,111,418,713.9210526
41,116,558,643.5358423
41,174,381,726.8188976
41,183,503,628.6918489
41,194,377,1519.177719
41,254,405,628.0197531
41,256,998,434.6643287
41,266,1404,503.5185185
41,267,722,481.7105263
41,270,698,537.6131805
41,271,756,546.1970899
41,274,397,487.0075567
42,11,407,603.044226
42,25,368,488.548913
42,36,393,373.4300254
42,42,479,1158.039666
43,1,635,1041.762205
43,3,932,679.555794
43,10,614,611.0325733
43,11,534,864.9026217
43,14,677,1214.446086
43,15,551,1246.816697
43,16,548,1161.751825
43,17,778,1043.777635
43,18,1133,887.1703442
43,19,1010,846.260396
43,20,730,817.5808219
43,25,407,1206.592138
43,26,488,627.0471311
43,27,744,963.4825269
43,41,604,1112.773179
43,43,1616,1493.530941
43,52,1170,649.5247863
43,55,1341,571.3997017
43,65,611,523.3126023
43,87,1252,547.5990415
43,88,969,602.4355005
43,89,696,877.7543103
43,90,877,964.7377423
43,92,720,795.175
43,93,450,761.0333333
43,96,707,594.7595474
43,98,410,460.1463415
43,99,507,428.0453649
43,106,511,946.3953033
43,107,545,591.493578
43,116,470,680.1531915
43,124,749,723.4846462
43,194,394,1588.121827
43,256,673,673.3402675
43,262,439,949.856492
43,266,1204,719.0747508
43,267,468,751.9145299
43,270,1078,561.0157699
43,271,804,753.4452736
44,44,965,1084.696373
44,46,720,266.8902778
44,47,779,408.9255456
44,51,374,407.5614973
44,53,448,378.6830357
44,60,443,390.6546275
44,64,727,451.0797799
44,66,401,416.4663342
44,72,556,444.9730216
45,14,369,549.1788618
45,36,582,392.9914089
45,38,520,327.475
45,45,1467,1115.281527
45,46,386,360.1502591
45,47,780,404.3858974
45,49,685,344.3124088
45,51,494,460.9757085
45,53,853,417.5439625
45,60,626,398.8466454
45,64,1300,393.4676923
45,66,525,489.1904762
45,72,660,548.119697
45,73,423,539.1276596
45,74,494,534.0748988
45,80,366,564.136612
46,36,756,365.7407407
46,44,503,296.2166998
46,46,670,1101.764179
46,49,632,361.460443
46,53,483,533.0331263
46,59,502,351.9183267
46,60,577,478.4367418
46,64,576,422.5920139
46,72,464,624.7543103
47,23,462,560.6320346
47,24,398,574.0150754
47,25,442,664.9638009
47,27,493,764.515213
47,36,908,529.9118943
47,37,419,445.3031026
47,38,766,385.7049608
47,39,383,482.1984334
47,40,741,337.8933873
47,44,546,510.7362637
47,45,838,389.5178998
47,47,1262,1147.177496
47,49,471,579.2208068
47,51,529,540.2438563
47,53,505,757.2732673
47,54,424,506.1627358
47,58,471,473.6772824
47,63,527,546.7020873
47,64,434,595.3732719
47,66,537,741.0316574
47,67,377,638.7480106
47,68,585,650.5401709
47,72,368,837.2201087
47,74,576,622.4791667
47,124,520,724.4846154
47,128,423,419.2222222
47,130,560,442.7267857
47,133,546,521.2271062
47,134,902,492.6053215
47,136,704,432.3451705
47,137,504,549.3551587
47,140,384,586.703125
47,141,752,590.6316489
47,145,384,612.3645833
47,146,496,555.0241935
47,150,415,620.4409639
47,151,410,635.3487805
47,182,523,885.5086042
48,48,466,1183.463519
48,82,399,507.1679198
48,87,630,501.7936508
48,96,552,534.8061594
48,99,455,307.7736264
48,124,372,605.0376344
49,36,513,287.0526316
49,38,512,374.7832031
49,45,813,265.0430504
49,46,799,304.1214018
49,47,835,462.6658683
49,49,1347,1148.331849
49,51,575,418.3756522
49,53,582,422.6890034
49,59,380,590.5736842
49,60,473,367.7780127
49,64,1004,491.8814741
49,66,684,331.4020468
49,72,889,366.431946
49,74,465,487.116129
49,79,379,682.3746702
49,80,397,506.0075567
49,182,428,699.1028037
50,36,759,276.8129117
50,50,585,1111.892308
50,51,389,378.8663239
50,53,407,387.3243243
50,64,639,372.7167449
50,74,385,370.4883117
50,84,461,549.8720174
51,36,776,488.4536082
51,38,684,390.7368421
51,40,481,369.6029106
51,44,479,381.1565762
51,45,454,397.1343612
51,49,567,437.8589065
51,50,409,355.8288509
51,51,703,1156.321479
51,53,409,632.1784841
51,57,418,338.7272727
51,63,391,451.741688
51,64,520,472.575
51,67,374,552.9545455
51,68,454,464.8986784
51,74,498,519.2088353
51,80,413,617.2736077
51,84,388,640.6726804
51,181,371,644.8679245
51,182,709,793.180536
52,1,517,1034.286267
52,3,607,795.0906096
52,10,496,798.4254032
52,14,400,1392.5425
52,16,476,1079.621849
52,18,675,983.8962963
52,19,629,930.2988871
52,20,623,842.5810594
52,41,1057,740.499527
52,43,1428,573.202381
52,52,916,1344.89083
52,82,490,406.4571429
52,90,399,968.8521303
52,92,458,683.6244541
52,96,532,552.0827068
52,266,1568,665.3743622
52,267,746,705.6058981
52,270,587,778.6524702
52,271,826,798.8886199
53,36,2079,357.9456469
53,37,638,443.838558
53,38,445,480.8764045
53,45,579,420.6994819
53,47,542,591.8800738
53,49,617,358.3209076
53,50,376,443.3457447
53,51,406,518.3965517
53,53,1196,1094.59699
53,57,556,393.807554
53,59,669,544.4020927
53,60,484,756.4338843
53,61,425,712.1788235
53,62,809,344.7292954
53,63,451,418.1773836
53,64,998,614.3426854
53,66,751,405.2103862
53,67,669,340.4917788
53,68,1148,411.7447735
53,69,664,463.6656627
53,70,407,637.2211302
53,71,459,537.7233115
53,72,847,317.1593861
53,73,878,427.0182232
53,74,1135,421.7700441
53,75,391,468.7314578
53,77,1087,455.024839
53,78,565,488.460177
53,79,572,481.4877622
53,80,693,528.8369408
53,83,424,453.9976415
53,146,378,694.7539683
53,182,429,704.3076923
53,187,511,570.7162427
53,447,693,296.5440115
54,36,951,358.0241851
54,38,810,338
54,54,1159,1283.59189
54,59,395,307.3316456
54,64,1386,317.517316
54,68,614,339.3941368
54,73,563,382.2060391
54,74,586,381.5170648
54,75,376,491.2021277
