"Horario","Ciclo_Estacion_Retiro","Ciclo_Estacion_Arribo","Viajes","Tiempo_Promedio"
3,43,270,579,552.846286701209
3,44,44,552,1024.04710144928
3,44,46,450,249.308888888889
3,44,47,454,371.372246696035
3,44,64,423,468.300236406619
3,45,45,1070,1104.99439252336
3,45,47,462,424.073593073593
3,45,49,431,377.663573085847
3,45,53,485,433.362886597938
3,45,64,681,393.881057268722
3,45,72,388,552.007731958763
3,46,46,449,1108.29398663697
3,46,49,374,371.94385026738
3,47,36,426,547.204225352113
3,47,40,406,378.445812807882
3,47,45,619,396.828756058158
3,47,47,718,1097.18662952646
3,47,134,444,480.894144144144
3,47,136,460,435.521739130435
3,48,87,389,513.233933161954
3,48,96,410,484.421951219512
3,49,45,457,293.857768052516
3,49,46,520,318.278846153846
3,49,47,503,426.526838966203
3,49,49,724,1271.48204419889
3,49,64,572,522.232517482517
3,49,66,402,341.756218905473
3,50,50,376,1076.53989361702
3,51,36,430,489.941860465116
3,51,38,428,330.497663551402
3,51,49,393,428.430025445293
3,51,51,467,1122.47751605996
3,52,20,453,832.269315673289
3,52,41,567,810.716049382716
3,52,43,723,531.092669432918
3,52,52,526,1417.72243346008
3,52,266,663,650.365007541478
3,53,36,916,361.907205240175
3,53,53,675,1045.74666666667
3,53,59,407,549.412776412776
3,53,62,419,309.374701670644
3,53,64,429,612.874125874126
3,53,66,409,441.308068459658
3,53,68,625,391.8048
3,53,73,476,427.352941176471
3,53,74,564,441.141843971631
3,53,77,500,456.136
3,54,36,374,400.510695187166
3,54,38,372,338.956989247312
3,54,54,697,1297.59684361549
3,54,64,600,297.063333333333
3,54,68,374,317.823529411765
3,54,182,367,660.564032697548
3,56,38,376,416.853723404255
3,56,56,494,1147.18825910931
3,57,36,689,372.788098693759
3,57,38,450,325.908888888889
3,57,57,536,1089.00559701493
3,58,58,474,1480.0970464135
3,58,64,496,377.691532258065
3,59,59,636,1203.38836477987
3,59,74,433,424.667436489607
3,59,76,392,382.464285714286
3,59,134,369,523.463414634146
3,60,36,555,366.581981981982
3,60,60,488,1085.56762295082
3,61,38,556,388.097122302158
3,61,61,890,1280.51235955056
3,61,182,397,598.521410579345
3,62,36,408,403.666666666667
3,62,53,411,286.063260340633
3,62,62,595,1258.30420168067
3,62,64,394,521.170050761421
3,63,47,496,402.25
3,63,63,697,971.203730272597
3,63,84,411,425.321167883212
3,64,36,723,491.784232365145
3,64,37,435,401.326436781609
3,64,38,764,386.541884816754
3,64,45,697,394.880918220947
3,64,49,455,524.718681318681
3,64,54,745,304.162416107383
3,64,64,551,1122.80217785844
3,64,67,385,449.179220779221
3,64,74,389,421.048843187661
3,64,182,404,647.272277227723
3,66,36,469,455.944562899787
3,66,45,493,367.776876267748
3,66,49,496,332.348790322581
3,66,53,398,451.781407035176
3,66,66,799,1199.41802252816
3,66,77,553,401.766726943942
3,67,53,462,308.088744588745
3,67,67,741,1225.665317139
3,68,53,628,363.735668789809
3,68,64,368,454.847826086957
3,68,68,791,1093.4386852086
3,68,77,521,434.145873320537
3,69,68,407,330.914004914005
3,70,70,683,1347.83308931186
3,71,66,430,380.295348837209
3,71,71,788,951.81345177665
3,72,36,376,453.175531914894
3,72,37,400,564.695
3,72,47,382,656.625654450262
3,72,49,636,383.22641509434
3,72,72,560,1210.36428571429
3,72,79,436,290.795871559633
3,72,83,394,351.41116751269
3,72,182,380,477.736842105263
3,73,53,458,366.39519650655
3,73,73,584,1060.67123287671
3,73,77,863,244.506373117034
3,73,152,447,421.434004474273
3,74,36,372,593.994623655914
3,74,38,463,446.462203023758
3,74,47,854,459.831381733021
3,74,51,390,426.297435897436
3,74,53,427,457.83606557377
3,74,59,418,370.019138755981
3,74,61,415,379.219277108434
3,74,64,456,435.491228070175
3,74,74,590,1311.33220338983
3,74,84,406,345.886699507389
3,74,182,477,432.058700209644
3,75,75,451,1086.07317073171
3,76,59,602,306.453488372093
3,76,61,393,371.796437659033
3,76,76,450,1256.63777777778
3,76,150,368,303.551630434783
3,77,53,567,449.620811287478
3,77,62,706,428.130311614731
3,77,66,608,320.508223684211
3,77,67,898,388.399777282851
3,77,68,864,270.869212962963
3,77,73,915,241.628415300546
3,78,67,369,307.821138211382
3,78,68,507,256.485207100592
3,79,64,398,464.798994974874
3,79,72,391,369.644501278772
3,79,79,417,1158.98561151079
3,80,64,451,381.864745011086
3,82,82,378,1306.96825396825
3,82,124,1674,644.191756272401
3,83,64,371,427.417789757412
3,84,54,482,547.224066390041
3,84,59,834,391.952038369305
3,84,61,684,472.191520467836
3,84,63,1025,336.205853658537
3,84,64,700,316.76
3,84,71,613,295.168026101142
3,84,74,775,292.32
3,84,84,598,1275.73076923077
3,84,150,550,357.010909090909
3,85,86,473,302.866807610994
3,85,174,1711,354.139684395091
3,85,254,387,369.516795865633
3,85,271,402,750.161691542289
3,86,1,477,573.897274633124
3,86,6,391,450.588235294118
3,86,14,417,649.117505995204
3,86,15,727,527.683631361761
3,86,16,377,588.543766578249
3,86,17,490,452.028571428571
3,86,18,511,422.925636007828
3,86,86,369,1177.23035230352
3,87,43,430,677.725581395349
3,87,48,438,411.98401826484
3,87,90,405,585.63950617284
3,90,87,437,697.848970251716
3,90,90,394,2349.60913705584
3,90,106,691,440.397973950796
3,92,65,453,449.309050772627
3,93,93,367,1108.34332425068
3,96,1,369,1232.73712737127
3,96,10,387,643.178294573643
3,96,26,550,614.712727272727
3,96,96,953,1222.1332633788
3,96,107,402,581.101990049751
3,96,112,488,532.360655737705
3,98,1,377,845.718832891247
3,99,1,850,1178.16705882353
3,99,11,432,895.101851851852
3,99,107,382,403.814136125654
3,103,1,400,577.6525
3,103,18,402,636.136815920398
3,103,103,403,1177.85111662531
3,103,174,485,300.919587628866
3,106,90,609,480.615763546798
3,106,106,429,2138.51282051282
3,107,3,373,590.656836461126
3,107,20,420,563.859523809524
3,107,26,586,396.650170648464
3,107,99,436,369.841743119266
3,107,107,440,1164.81818181818
3,107,113,998,356.785571142285
3,107,114,396,363.676767676768
3,107,116,763,404.832241153342
3,107,118,425,354.691764705882
3,107,124,462,406.435064935065
3,108,108,475,1593.85263157895
3,108,257,366,1078.09016393443
3,109,109,384,2142.36197916667
3,111,18,538,566.631970260223
3,111,174,1327,306.046721929164
3,111,256,790,362.667088607595
3,112,3,388,416.976804123711
3,112,96,398,585.552763819096
3,112,112,535,1169.82803738318
3,113,107,781,401.233034571063
3,113,113,644,2692.80124223602
3,113,116,432,3364.09722222222
3,113,119,580,422.793103448276
3,114,114,392,1339.24744897959
3,115,43,431,696.955916473318
3,116,107,395,396.825316455696
3,116,116,869,1293.29344073648
3,116,117,719,274.819193324061
3,116,119,429,411.379953379953
3,116,121,399,455.681704260652
3,117,113,498,292.903614457831
3,117,116,694,299.723342939481
3,117,119,401,446.216957605985
3,118,118,379,1034.75725593668
3,119,8,487,412.022587268994
3,119,10,442,517.432126696833
3,119,26,404,464.871287128713
3,119,112,455,408.230769230769
3,119,113,909,295.281628162816
3,119,116,456,652.344298245614
3,119,118,411,242.014598540146
3,119,119,684,1239.40204678363
3,119,120,384,305.0546875
3,120,116,491,339.672097759674
3,120,119,504,290.10119047619
3,120,120,440,1054.25454545455
3,121,116,539,473.025974025974
3,121,119,387,359.139534883721
3,121,134,477,335.559748427673
3,122,82,436,508.697247706422
3,122,96,383,539.496083550914
3,123,123,930,962.325806451613
3,123,124,398,438.575376884422
3,124,43,592,772.393581081081
3,124,82,1405,706.49537366548
3,124,107,595,401.040336134454
3,124,123,672,304.831845238095
3,124,124,548,1304.93795620438
3,125,125,450,1214.59333333333
3,126,134,905,330.942541436464
3,126,136,1009,358.424182358771
3,126,141,834,478.308153477218
3,127,127,444,1369.37162162162
3,128,128,394,1173.93908629442
3,128,141,398,396.256281407035
3,129,129,619,1127.15670436187
3,129,130,485,285.938144329897
3,129,136,589,391.55857385399
3,130,130,367,1129.57493188011
3,133,133,450,1002.96888888889
3,133,136,520,431.740384615385
3,134,74,380,655.739473684211
3,134,126,563,331.170515097691
3,134,134,896,1089.24107142857
3,134,135,413,403.740920096852
3,134,136,677,355.745937961595
3,134,158,425,521.054117647059
3,135,56,441,458.072562358277
3,135,134,629,379.669316375199
3,135,135,522,1340.00957854406
3,135,136,1290,407.298449612403
3,136,74,559,641.359570661896
3,136,126,635,371.149606299213
3,136,134,467,326.132762312634
3,136,135,904,410.367256637168
3,136,136,721,1150.93758668516
3,136,137,613,321.849918433931
3,137,136,692,339.270231213873
3,137,137,401,942.451371571072
3,138,138,425,1146.63294117647
3,139,139,777,1478.32303732304
3,139,155,444,574.806306306306
3,139,449,493,816.125760649087
3,140,140,371,1181.83557951482
3,141,126,742,395.67115902965
3,141,141,902,1188.10421286031
3,141,144,429,323.048951048951
3,141,149,552,373.855072463768
3,141,158,997,437.191574724173
3,142,142,537,1192.70391061453
3,142,143,409,343.581907090465
3,143,143,509,1325.80353634578
3,143,146,520,440.851923076923
3,145,126,401,450.044887780549
3,145,131,388,483.538659793814
3,145,144,395,366.382278481013
3,145,145,449,1143.46547884187
3,145,146,386,408.406735751295
3,145,148,459,295.627450980392
3,145,149,423,309.236406619385
3,145,158,775,388.517419354839
3,146,73,377,485.896551724138
3,147,147,410,833.312195121951
3,147,158,601,267.222961730449
3,148,141,760,343.709210526316
3,148,145,692,254.024566473988
3,148,146,573,477.808027923211
3,149,137,369,382.826558265583
3,149,140,495,306.519191919192
3,149,141,575,373.088695652174
3,149,145,598,307.722408026756
3,149,146,396,461.313131313131
3,149,149,428,1238.93457943925
3,149,151,556,350.63309352518
3,150,150,577,1045.2582322357
3,151,129,496,499.125
3,151,149,629,388.782193958665
3,151,151,618,1032.83333333333
3,151,158,1449,335.548654244306
3,152,150,440,248.422727272727
3,152,151,530,322.992452830189
3,153,153,383,904.154046997389
3,154,146,475,321.591578947368
3,154,150,427,318.96018735363
3,155,139,602,639.24584717608
3,155,155,466,1388.9313304721
3,158,128,403,589.483870967742
3,158,134,404,542.856435643564
3,158,141,1339,413.494398805078
3,158,145,962,421.220374220374
3,158,147,518,305.994208494209
3,158,151,1176,416.041666666667
3,158,162,458,431.292576419214
3,159,141,534,402.910112359551
3,160,160,384,1308.80208333333
3,160,257,523,465.803059273423
3,161,146,383,314.516971279373
3,161,161,390,1202.14615384615
3,162,154,546,329.529304029304
3,162,163,600,330.715
3,163,162,461,447.394793926247
3,163,163,527,1302.22580645161
3,163,164,383,506.579634464752
3,163,165,623,312.947030497592
3,164,154,380,313.368421052632
3,164,163,551,409.499092558984
3,164,164,550,1276.25818181818
3,164,165,690,343.575362318841
3,165,163,1422,235.775668073136
3,165,164,417,420.57793764988
3,165,165,476,1009.36974789916
3,166,167,698,208.181948424069
3,166,182,451,474.827050997783
3,167,169,382,266.667539267016
3,167,182,480,372.2
3,167,285,536,345.641791044776
3,167,286,1132,347.407243816254
3,168,168,476,1223.77941176471
3,168,182,867,279.440599769319
3,169,169,385,1108.41038961039
3,169,182,628,252.466560509554
3,170,182,443,499.013544018059
3,171,167,407,245.081081081081
3,171,286,402,337.597014925373
3,172,172,477,1229.89727463312
3,172,182,517,479.013539651838
3,173,167,539,265.458256029685
3,173,182,426,285.528169014084
3,174,1,1148,548.358013937282
3,174,6,431,663.832946635731
3,174,11,746,492.313672922252
3,174,12,514,470.764591439689
3,174,18,450,698.944444444444
3,174,27,367,671.013623978202
3,174,85,1157,499.828003457217
3,174,103,376,387.132978723404
3,174,111,1600,317.755
3,174,174,474,1028.00843881857
3,174,183,1546,284.847994825356
3,174,255,424,347.573113207547
3,174,256,400,357.7075
3,174,271,401,650.189526184539
3,175,175,506,1442.81422924901
3,178,191,500,467.438
3,180,74,382,350.931937172775
3,180,180,436,1283.8876146789
3,180,182,990,255.613131313131
3,181,181,404,1359.7797029703
3,182,51,470,687.774468085106
3,182,61,426,535.302816901409
3,182,64,505,561.79801980198
3,182,74,572,418.465034965035
3,182,84,371,330.361185983828
3,182,123,366,1077.1693989071
3,182,171,577,384.857885615251
3,182,172,623,493.089887640449
3,182,173,472,338.273305084746
3,182,180,440,225.259090909091
3,182,182,1156,1212.87802768166
3,183,18,501,551.810379241517
3,183,174,1383,262.749096167751
3,183,183,372,992.016129032258
3,183,256,570,303.943859649123
3,184,184,641,1471.36973478939
3,185,184,826,295.654963680387
3,185,185,409,1129.9119804401
3,185,186,1000,329.771
3,185,187,478,289.190376569038
