source,target,Viajes,Tiempo_Promedio
255,255,831,8197064.31
255,271,466,3927117.495
256,103,368,9086139.736
256,111,852,5775056.357
256,183,690,5668965.894
256,255,371,5099472.194
256,256,401,14786637.47
256,41,455,8869859.502
257,160,455,6934899.391
259,271,367,5155859.38
26,266,489,5681816.967
26,271,400,3634985.345
26,43,436,7811011.337
260,260,1020,16387783.06
261,261,402,17565302.67
261,271,646,9470046.749
262,262,727,14400907.12
263,111,446,4103398.884
27,1,799,6788776.403
27,183,389,6975268.224
27,27,1319,15780745.5
27,271,434,12937889.39
27,29,481,9442019.393
27,41,434,11628973.43
27,43,533,11125971.55
270,266,792,4940958.333
270,267,423,2688058.759
270,270,594,16033288.36
270,271,438,4467896.247
271,1,458,12534997.67
271,10,612,7938508.791
271,111,384,12646698.27
271,118,417,13915537.58
271,14,386,14874516.95
271,183,385,11959301.62
271,20,444,7109372.106
271,26,750,6727848.959
271,270,709,5517599.731
271,41,900,6940685.71
271,43,392,13194834.1
271,16,428,933.6612593
271,19,418,724.1258062
271,111,699,4604381.485
271,261,734,10824317.03
274,274,638,6624346.867
276,276,607,18184426.43
276,295,726,4344936.169
277,277,557,15856970.08
277,295,387,7009203.22
278,280,377,4351629.001
28,18,420,8857381.317
28,27,425,7569847.428
28,271,478,10968689.5
28,28,556,17923117.98
280,280,404,11863763.36
280,282,391,4034234.073
280,295,423,5069808.038
282,280,397,4448644.239
282,295,664,2377899.634
286,167,809,3510809.867
288,312,501,2267313.513
29,19,572,17196850.56
29,29,587,20945669.58
290,310,367,8254388.918
292,295,501,7804867.713
293,295,438,6770420.868
295,276,566,4793001.309
295,277,392,6918942.069
295,278,392,10298006.35
295,280,380,5147006.179
295,282,610,3413611.133
295,293,495,8664296
295,295,447,18484856.77
295,298,371,6291867.151
295,299,653,10721037.4
295,317,906,9544496.393
296,296,542,14897481.01
299,295,444,5688896.827
3,16,395,12930166.62
3,271,387,9781145.886
3,3,796,13390066.26
30,1,572,9262952.759
30,30,1887,26837673.07
300,300,712,17716469.1
300,302,417,3931441.294
303,303,424,23496900.46
305,305,472,12565032.8
306,288,402,7532587.901
306,312,698,8856809.944
308,284,404,6244187.368
308,312,373,5581141.097
31,31,378,24024629.23
310,328,475,2392865.876
312,288,405,4984128.893
312,306,525,9128261.028
312,332,389,6811852.285
315,315,498,23420296.95
317,295,531,4645486.571
32,2,496,10680705.9
32,32,670,11484862.61
320,302,406,5284244.688
321,281,391,7097971.425
323,340,418,4831661.136
325,302,732,4137337.225
327,327,853,20555871.31
328,310,435,3046138.483
329,310,406,7300163.741
33,33,1263,30819092.84
332,312,478,5146018.973
34,1,869,9508934.051
34,34,494,11493449.28
340,324,384,7063881.367
341,302,450,18211484.02
341,337,536,8587677.357
341,341,408,23489641.14
35,1,1210,11778215.55
35,11,384,10513592.29
35,17,462,4234589.119
35,35,392,18980019.94
357,359,449,4216545.35
359,356,663,5994755.845
359,357,803,3692665.877
36,36,477,15734155.92
36,38,401,3619021.204
360,360,621,19093333.99
360,372,373,8453089.646
363,369,481,2889047.225
365,390,447,8180599.184
366,369,734,1892367.507
369,363,783,6685422.255
369,366,700,3785364.177
37,37,499,19335536.35
370,372,869,4718368.161
372,370,928,4690807.456
372,372,460,19603342.08
372,374,461,6020737.839
372,393,482,5888103.231
372,399,811,5214425.695
373,359,441,3577854.005
374,405,486,8305561.554
375,405,505,6368475.485
378,370,387,4080135.509
38,36,546,3698356.388
38,38,472,15902160.33
384,387,529,4649750.87
384,419,538,6566280.703
385,389,545,4282633.776
385,390,547,4038297.777
387,384,540,5372763.378
389,385,593,5531758.344
389,386,397,8102792.073
39,39,403,17529419.92
390,385,560,6196441.475
390,396,368,5486004.361
390,398,720,7099566.086
390,399,405,7941904.471
391,391,1257,29512783.86
392,398,624,6270872.686
393,372,719,5087882.254
393,399,648,5256090.212
394,372,507,4105248.217
394,399,546,3930272.768
396,398,638,3064720.89
397,399,459,2062067.136
398,390,477,9654253.543
398,392,698,8492755.577
398,396,566,5124057.456
399,370,391,9835196.69
399,372,858,10288824.79
399,378,554,6941243.535
399,390,416,8033675.214
399,393,667,6805575.135
399,394,689,6314371.191
399,413,371,7139967.583
399,415,409,10635465.91
4,1,805,4625226.371
4,32,440,11177581.7
4,4,422,17336050.05
40,40,791,28933870.66
40,42,421,10335446.62
40,447,394,15045200.32
40,46,441,15868774.93
404,404,444,27695487.42
405,374,487,6478322.879
405,375,418,5283555.774
405,405,1301,22102964.96
41,10,427,8419257.737
41,17,443,13955850.77
41,18,438,9793820.041
41,183,440,13328764.99
41,19,532,11973031.04
41,20,547,8650587.762
41,256,372,7461306.742
41,266,598,5385016.94
41,271,421,6149124.77
41,3,490,7982301.846
41,41,833,16809638.62
412,428,410,5844967.189
413,439,448,3943217.907
415,399,412,8420401.786
42,42,650,26674943.98
425,425,559,22561937.62
426,426,455,22188095.16
427,412,394,4482210.69
427,421,375,9250882.406
427,427,373,22822431.25
428,412,429,4998890.104
43,266,458,9230944.926
43,43,830,17705411.64
434,434,435,14644556.18
439,413,413,6567321.356
439,421,422,7621108.529
439,437,428,3684733.175
44,44,399,11855625.94
447,40,411,14729696.57
447,447,649,20596626.14
449,449,798,17942127.18
45,45,1028,11780777.64
450,266,391,5647482.529
450,450,742,14618696.9
452,211,533,6391902.146
458,458,1281,4578759.264
459,459,375,18670389.71
46,40,385,12120038.51
46,46,634,27049296.31
460,204,464,7070572.555
460,208,461,8215955.228
463,465,643,5694526.498
464,467,532,5932242.871
465,197,663,10941532.21
465,242,703,11124583.5
465,463,873,8525564.085
466,197,440,6884624
467,464,553,9010544.107
467,467,464,12644140.55
47,47,1010,17364392.84
475,197,471,13929342.36
476,208,367,6364486.49
476,242,459,12368515.32
48,48,468,15364049.57
480,480,410,16611955.92
