"Genero_Usuario","Ciclo_Estacion_Retiro","Ciclo_Estacion_Arribo","Viajes","Tiempo_Promedio"
"M",10,11,461,520.861171366594
"M",10,14,472,855.741525423729
"M",10,15,676,712.721893491124
"M",10,16,465,793.787096774194
"M",10,17,656,608.861280487805
"M",10,18,680,566.8
"M",10,19,846,450.528368794326
"M",10,20,527,377.480075901328
"M",10,23,449,720.919821826281
"M",10,27,608,567.557565789474
"M",10,34,395,657.415189873418
"M",10,41,476,627.058823529412
"M",10,43,450,643.864444444444
"M",10,52,460,737.908695652174
"M",10,96,497,706.438631790744
"M",10,99,673,473.719167904903
"M",10,107,480,439.722916666667
"M",10,116,431,461.15313225058
"M",10,119,588,387.406462585034
"M",10,266,1340,518.55671641791
"M",10,267,731,493.270861833105
"M",10,270,383,481.963446475196
"M",10,271,713,511.695652173913
"M",11,1,1113,339.176999101527
"M",11,7,513,642.504873294347
"M",11,11,846,1360.68439716312
"M",11,15,572,492.374125874126
"M",11,28,544,575.040441176471
"M",11,34,605,472.461157024793
"M",11,35,556,536.944244604317
"M",11,86,392,251.882653061224
"M",11,96,428,1027.63785046729
"M",11,99,531,745.265536723164
"M",11,103,372,612.922043010753
"M",11,174,1285,494.07859922179
"M",11,254,423,484.4231678487
"M",11,271,401,757.364089775561
"M",12,1,614,450.244299674267
"M",12,6,385,358.641558441558
"M",12,12,490,1325.65306122449
"M",12,17,470,461.774468085106
"M",12,174,722,498.13296398892
"M",13,266,492,1181.19918699187
"M",13,267,436,1227.73853211009
"M",13,271,474,1135.05274261603
"M",14,1,623,645.099518459069
"M",14,14,761,2471.27858081472
"M",14,16,411,488.340632603406
"M",14,18,1489,486.835460040296
"M",14,19,584,655.756849315069
"M",14,20,475,712.36
"M",14,24,560,434.967857142857
"M",14,25,742,479.645552560647
"M",14,27,1314,598.754185692542
"M",14,31,672,571.495535714286
"M",14,41,413,1248.39225181598
"M",14,43,444,1406.93243243243
"M",14,86,389,706.401028277635
"M",14,124,395,1130.92911392405
"M",14,176,436,1161.30963302752
"M",14,207,396,708.510101010101
"M",14,217,726,654.951790633609
"M",14,232,389,531.480719794345
"M",14,239,455,477.035164835165
"M",14,250,384,585.6171875
"M",14,266,892,1207.65695067265
"M",14,267,576,1191.41319444444
"M",14,271,1099,1090.3575978162
"M",14,272,438,1092.34703196347
"M",15,1,694,566.899135446686
"M",15,15,615,1245.57398373984
"M",15,18,731,552.205198358413
"M",15,20,490,625.924489795918
"M",15,24,401,587.543640897756
"M",15,27,1229,525.696501220505
"M",15,31,500,596.228
"M",15,35,502,505.834661354582
"M",15,115,460,562.10652173913
"M",15,194,429,706.923076923077
"M",15,217,428,743.997663551402
"M",15,253,446,422.522421524664
"M",15,266,972,1106.56995884774
"M",15,267,724,1205.61187845304
"M",15,271,839,1034.99284862932
"M",15,272,368,1033.39673913043
"M",16,1,760,473.655263157895
"M",16,7,565,422.672566371681
"M",16,14,733,528.244201909959
"M",16,15,389,447.107969151671
"M",16,16,954,1367.70125786164
"M",16,18,411,691.304136253041
"M",16,27,597,550.346733668342
"M",16,32,720,342.840277777778
"M",16,35,590,401.68813559322
"M",16,43,409,1196.46699266504
"M",16,47,388,531.626288659794
"M",16,194,465,837.309677419355
"M",16,250,401,586.448877805486
"M",16,253,789,455.915082382763
"M",16,266,1078,1050.86178107607
"M",16,267,734,1063.22888283379
"M",16,271,641,1090.60374414977
"M",17,1,849,384.763250883392
"M",17,14,641,375.491419656786
"M",17,15,397,343.697732997481
"M",17,27,690,434.742028985507
"M",17,34,393,512.557251908397
"M",17,35,832,375.301682692308
"M",17,266,836,1011.48325358852
"M",17,267,629,1012.58187599364
"M",17,271,822,947.976885644769
"M",17,272,495,890.09696969697
"M",18,1,3436,374.609138533178
"M",18,2,379,491.506596306069
"M",18,4,433,418.21247113164
"M",18,7,688,484.206395348837
"M",18,14,1892,454.255285412262
"M",18,15,1197,398.102756892231
"M",18,16,415,480.159036144578
"M",18,18,1252,1227.20926517572
"M",18,23,675,469.148148148148
"M",18,28,759,488.724637681159
"M",18,29,470,808.91914893617
"M",18,41,608,868.519736842105
"M",18,43,636,1163.52987421384
"M",18,85,441,442.328798185941
"M",18,86,453,408.128035320088
"M",18,103,383,810.313315926893
"M",18,111,407,620.103194103194
"M",18,134,515,566.510679611651
"M",18,174,771,663.13878080415
"M",18,183,512,584.244140625
"M",18,194,592,879.157094594595
"M",18,254,512,645.072265625
"M",18,261,403,478.923076923077
"M",18,266,1152,885.684027777778
"M",18,267,666,898.064564564565
"M",18,270,445,771.961797752809
"M",18,271,1161,845.250645994832
"M",18,272,567,805.206349206349
"M",19,1,701,439.255349500713
"M",19,7,664,556.012048192771
"M",19,14,1242,659.5346215781
"M",19,15,1079,481.898980537535
"M",19,16,461,465.800433839479
"M",19,17,480,372.254166666667
"M",19,19,504,1328.17261904762
"M",19,23,394,531.269035532995
"M",19,24,488,527.44262295082
"M",19,29,401,626.142144638404
"M",19,41,393,873.852417302799
"M",19,43,573,1003.59860383944
"M",19,174,642,583.570093457944
"M",19,183,450,469.393333333333
"M",19,266,649,825.463790446841
"M",19,267,404,833.542079207921
"M",19,271,792,760.748737373737
"M",20,1,390,520.341025641026
"M",20,7,704,614.883522727273
"M",20,14,1155,636.394805194805
"M",20,15,1197,504.52798663325
"M",20,16,894,517.332214765101
"M",20,17,667,427.374812593703
"M",20,18,621,390.191626409018
"M",20,20,871,1306.3972445465
"M",20,23,583,542.507718696398
"M",20,24,463,551.557235421166
"M",20,29,484,592.52479338843
"M",20,41,441,793.709750566893
"M",20,43,523,861.768642447419
"M",20,52,557,884.098743267504
"M",20,107,453,746.039735099338
"M",20,174,374,646.411764705882
"M",20,176,402,660.05223880597
"M",20,266,833,731.980792316927
"M",20,267,595,717.524369747899
"M",20,271,945,673.550264550265
"M",20,272,587,657.954003407155
"M",21,1,384,597.736979166667
"M",21,18,399,512.49373433584
"M",21,24,379,379.947229551451
"M",21,25,391,565.851662404092
"M",21,27,1000,509.77
"M",21,29,384,822.140625
"M",21,31,395,496.908860759494
"M",21,43,520,1104.63461538462
"M",21,266,787,1137.83354510801
"M",21,267,586,1190.05460750853
"M",21,271,533,1071.07879924953
"M",22,1,391,604.644501278772
"M",22,27,958,537.980167014614
"M",22,43,499,1124.35070140281
"M",22,266,773,1118.9404915912
"M",22,267,638,1158.12382445141
"M",22,271,558,1086.85842293907
"M",23,1,907,555.769570011025
"M",23,18,757,542.313077939234
"M",23,20,481,621.108108108108
"M",23,23,715,1265.2
"M",23,25,508,490.834645669291
"M",23,27,1863,476.747181964573
"M",23,29,625,817.3696
"M",23,31,574,523.573170731707
"M",23,35,530,492.354716981132
"M",23,41,503,991.270377733598
"M",23,43,634,1136.26025236593
"M",23,47,394,580.840101522843
"M",23,266,1993,1069.68489713999
"M",23,267,1122,1084.08021390374
"M",23,271,1248,1025.92868589744
"M",23,272,528,993.700757575758
"M",24,1,839,479.797377830751
"M",24,2,397,417.690176322418
"M",24,7,791,591.054361567636
"M",24,11,400,467.8325
"M",24,14,394,606.581218274112
"M",24,15,397,476.176322418136
"M",24,19,384,513.434895833333
"M",24,20,481,499.141372141372
"M",24,24,578,1459.15916955017
"M",24,26,378,699.648148148148
"M",24,27,1309,393.515660809778
"M",24,29,482,780.545643153527
"M",24,31,419,504.338902147971
"M",24,35,500,464.362
"M",24,41,727,935.773039889959
"M",24,43,788,1103.3578680203
"M",24,52,406,1272.42610837438
"M",24,86,448,542.120535714286
"M",24,96,470,1180.98723404255
"M",24,116,458,603.78384279476
"M",24,121,500,471.616
"M",24,266,1195,1034.46861924686
"M",24,267,738,1035.20189701897
"M",24,270,552,856.278985507246
"M",24,271,788,1035.86421319797
"M",24,272,420,1030.35476190476
"M",25,1,1018,427.240667976424
"M",25,14,566,497.02296819788
"M",25,23,424,488.681603773585
"M",25,25,888,1144.41328828829
"M",25,27,881,454.923950056754
"M",25,29,446,738.744394618834
"M",25,35,681,358.627019089574
"M",25,41,574,946.41637630662
"M",25,43,842,1029.55225653207
"M",25,52,463,1211.93088552916
"M",25,266,1157,952.252376836646
"M",25,267,686,961.733236151603
"M",25,270,468,880.931623931624
"M",25,271,759,912.901185770751
"M",26,18,382,566.015706806283
"M",26,19,522,477.852490421456
"M",26,26,662,1581.70241691843
"M",26,29,560,396.178571428571
"M",26,41,530,621.452830188679
"M",26,43,1186,615.849915682968
"M",26,52,627,729.052631578947
"M",26,96,945,626.674074074074
"M",26,107,788,487.573604060914
"M",26,119,635,360.24094488189
"M",26,266,1749,526.502001143511
"M",26,267,743,545.675639300135
"M",26,270,833,423.058823529412
"M",26,271,1438,517.262169680111
"M",27,1,1689,439.683244523387
"M",27,4,383,515.443864229765
"M",27,5,438,431.714611872146
"M",27,6,551,393.981851179673
"M",27,7,722,621.369806094183
"M",27,9,413,521.966101694915
"M",27,10,703,603.019914651494
"M",27,14,1186,694.224283305228
"M",27,15,1186,486.393760539629
"M",27,16,527,800.607210626186
"M",27,17,766,435.028720626632
"M",27,18,388,726.958762886598
"M",27,23,780,591.226923076923
"M",27,24,385,661.358441558442
"M",27,25,524,838.38358778626
"M",27,26,909,509.287128712871
"M",27,27,1503,1773.17099135063
"M",27,28,629,623.028616852146
"M",27,29,1180,690.945762711864
"M",27,41,1174,1029.51448040886
"M",27,43,1844,1012.52060737527
"M",27,52,1016,1092.50295275591
"M",27,55,462,1195.74891774892
"M",27,85,469,482.89552238806
"M",27,87,438,1165.57534246575
"M",27,96,689,961.896952104499
"M",27,103,459,776.910675381264
"M",27,107,413,673.152542372881
"M",27,111,486,696.195473251029
"M",27,112,553,545.019891500904
"M",27,113,409,443.814180929095
"M",27,116,544,431.073529411765
"M",27,119,423,544.858156028369
"M",27,174,1065,695.888262910798
"M",27,183,632,607.26582278481
"M",27,254,462,616.004329004329
"M",27,255,383,553.543080939948
"M",27,256,463,625.380129589633
"M",27,261,396,540.292929292929
"M",27,266,1611,830.746741154562
"M",27,267,985,871.652791878173
"M",27,270,761,786.809461235217
"M",27,271,1636,807.94315403423
"M",27,272,687,841.500727802038
"M",28,1,1352,588.484467455621
"M",28,7,683,350.821376281113
"M",28,11,771,577.543450064851
"M",28,18,742,477.33423180593
"M",28,24,486,384.137860082305
"M",28,27,1403,479.093371347113
"M",28,28,1008,1254.06746031746
"M",28,31,805,556.87950310559
"M",28,205,418,757.947368421053
"M",28,207,503,692.890656063618
"M",28,217,534,707.129213483146
"M",28,232,417,581.05035971223
"M",28,239,592,519.964527027027
"M",28,248,474,630.628691983122
"M",28,250,374,577.791443850267
"M",28,253,421,475.363420427553
"M",28,266,1240,1137.06612903226
"M",28,267,686,1125.93440233236
"M",28,271,685,1088.26861313869
"M",28,272,451,1061.76718403548
"M",28,452,446,720.674887892377
"M",29,3,394,551.989847715736
"M",29,18,621,693.212560386473
"M",29,19,595,600.487394957983
"M",29,20,529,548.03213610586
"M",29,26,436,345.107798165138
"M",29,27,430,723.688372093023
"M",29,52,473,670.211416490486
"M",29,55,397,628.342569269521
"M",29,87,395,630.59746835443
"M",29,96,458,620.379912663755
"M",30,30,645,1282.32403100775
"M",31,1,521,526.067178502879
"M",31,7,455,657.740659340659
"M",31,14,390,753.6
"M",31,24,486,403.40329218107
"M",31,28,1100,481.51
"M",31,31,419,1159.25775656325
"M",31,32,449,455.837416481069
"M",31,158,459,778.570806100218
"M",31,266,465,854.972043010753
"M",31,271,401,843.431421446384
"M",32,2,961,467.683662851197
"M",32,4,1354,401.859675036928
"M",32,5,534,424.138576779026
"M",32,9,821,407.83922046285
"M",32,16,813,328.444034440344
"M",32,24,550,349.78
"M",32,27,377,592.713527851459
"M",32,32,572,1114.43006993007
"M",32,35,407,456.017199017199
"M",32,246,391,685.641943734015
"M",32,266,520,1122.56153846154
"M",32,271,442,1068.18099547511
"M",32,452,508,778.53937007874
"M",33,33,1254,1543.48883572568
"M",33,139,397,1016.97732997481
"M",33,155,403,938.334987593052
"M",33,247,629,806.224165341812
"M",33,260,638,1124.2946708464
"M",33,449,554,894.731046931408
"M",34,1,2051,553.634812286689
"M",34,2,494,650.412955465587
"M",34,5,691,449.218523878437
"M",34,6,511,524.663405088063
"M",34,10,461,681.813449023861
"M",34,11,584,556.861301369863
"M",34,16,493,437.434077079108
"M",34,17,677,350.679468242245
"M",34,20,635,475.691338582677
"M",34,24,663,370.678733031674
"M",34,25,425,549.305882352941
"M",34,27,393,448.697201017812
"M",34,32,739,314.610284167794
"M",34,34,674,1345.09198813056
"M",34,36,440,653.440909090909
"M",35,1,2144,517.094216417911
"M",35,2,566,617.809187279152
"M",35,5,735,483.204081632653
"M",35,6,757,456.647291941876
"M",35,9,389,534.205655526992
"M",35,11,668,519.056886227545
"M",35,16,551,464.29219600726
"M",35,17,759,351.881422924901
"M",35,18,375,480.722666666667
"M",35,20,555,422.879279279279
"M",35,24,856,376.363317757009
"M",35,25,749,386.761014686248
"M",35,27,491,440.460285132383
"M",35,32,370,375.610810810811
"M",35,35,380,1567.68157894737
"M",35,85,399,1055.03007518797
"M",35,266,368,972.722826086957
"M",35,271,377,964.04774535809
"M",36,24,448,649.569196428571
"M",36,36,728,1179.8543956044
"M",36,38,567,344.363315696649
"M",36,39,482,463.93153526971
"M",36,45,552,360.090579710145
"M",36,46,419,361.031026252983
"M",36,47,483,473.946169772257
"M",36,49,419,317.73031026253
"M",36,50,475,314.976842105263
"M",36,53,1283,322.403741231489
"M",36,54,393,342.511450381679
"M",36,57,1283,258.413873733437
"M",36,58,717,348.733612273361
"M",36,60,1077,341.543175487465
"M",36,61,397,631.037783375315
"M",36,62,665,415.562406015038
"M",36,63,836,369.316985645933
"M",36,64,898,507.118040089087
"M",36,66,381,501.790026246719
"M",36,68,588,512.06462585034
"M",36,72,627,499.687400318979
"M",36,73,389,496.730077120823
"M",36,74,530,449.498113207547
"M",36,142,389,667.948586118252
"M",36,182,780,726.223076923077
"M",36,195,428,667.766355140187
"M",36,205,396,783.439393939394
"M",37,1,379,694.076517150396
"M",37,27,452,655.134955752212
"M",37,37,813,1085.60024600246
"M",37,40,384,438.463541666667
"M",37,47,370,518.537837837838
"M",37,53,457,483.715536105033
"M",37,61,381,448.687664041995
"M",37,64,692,455.229768786127
"M",37,72,508,587.007874015748
"M",38,27,418,676.710526315789
"M",38,36,613,261.727569331158
"M",38,38,811,1012.31935881628
"M",38,40,475,423.741052631579
"M",38,45,633,671.54028436019
"M",38,47,450,470.666666666667
"M",38,49,406,398.110837438424
"M",38,51,444,386.387387387387
"M",38,53,509,461.595284872299
"M",38,54,661,380.626323751891
"M",38,56,452,490.106194690266
"M",38,57,586,331.377133105802
"M",38,58,420,329.307142857143
"M",38,59,391,442.557544757033
"M",38,61,876,452.416666666667
"M",38,63,503,407.015904572565
"M",38,64,839,480.26936829559
"M",38,68,387,461.131782945736
"M",38,74,434,500.357142857143
"M",38,271,397,1203.53400503778
"M",38,447,458,291.397379912664
"M",39,38,394,314.124365482233
"M",39,39,584,1049.71917808219
"M",39,51,529,281.587901701323
"M",39,56,483,319.095238095238
"M",40,38,585,425.528205128205
"M",40,40,630,1125.46349206349
"M",40,46,574,330.482578397213
"M",40,47,832,312.728365384615
"M",40,51,689,360.914368650218
"M",40,56,734,336.318801089918
"M",40,182,428,915.044392523365
"M",41,1,468,829.239316239316
"M",41,3,1316,422.848784194529
"M",41,10,940,351.451063829787
"M",41,11,549,676.04189435337
"M",41,14,680,1056.46764705882
"M",41,15,727,869.683631361761
"M",41,16,737,985.493894165536
"M",41,17,737,734.883310719132
"M",41,18,1108,676.786101083032
"M",41,19,1492,569.256702412869
"M",41,20,1325,482.472452830189
"M",41,23,372,906.873655913978
"M",41,25,485,779.645360824742
"M",41,26,560,352.780357142857
"M",41,27,710,749.72676056338
"M",41,41,799,1522.36670838548
"M",41,52,690,773.865217391304
"M",41,87,426,728.321596244131
