"Horario","Ciclo_Estacion_Retiro","Ciclo_Estacion_Arribo","Viajes","Tiempo_Promedio"
2,266,"41",473,453.253699788584
2,267,"16",458,883.489082969432
2,267,"18",523,706.46845124283
2,267,"28",382,1022.08115183246
2,270,"18",481,502.191268191268
2,271,"1",576,840.376736111111
2,271,"10",828,418.020531400966
2,271,"111",390,617.984615384615
2,271,"113",439,519.476082004556
2,271,"13",429,963.004662004662
2,271,"14",869,951.777905638665
2,271,"15",964,875.021784232365
2,271,"16",1269,832.252955082742
2,271,"17",906,754.756070640177
2,271,"18",1009,687.215064420218
2,271,"19",991,688.551967709384
2,271,"20",647,608.729520865533
2,271,"23",444,937.481981981982
2,271,"26",1488,407.947580645161
2,271,"261",514,965.346303501945
2,271,"27",936,640.560897435897
2,271,"270",799,325.450563204005
2,271,"28",708,1063.05649717514
2,271,"3",456,557.405701754386
2,271,"32",445,1027.36853932584
2,271,"474",375,892.296
2,271,"475",420,1181.52142857143
2,271,"476",465,1296.18064516129
2,272,"14",519,952.005780346821
2,272,"15",458,869.377729257642
2,272,"16",755,820.880794701987
2,272,"17",424,748.929245283019
2,272,"18",442,699.248868778281
2,272,"19",525,682.078095238095
2,272,"26",375,400.997333333333
2,272,"27",431,647.069605568445
2,272,"28",658,987.206686930091
2,277,"295",393,265.547073791349
2,282,"295",615,210.226016260163
2,286,"305",478,259.146443514644
2,295,"317",654,516.954128440367
2,296,"449",420,975.109523809524
2,310,"306",544,297.202205882353
2,320,"295",678,243.008849557522
2,329,"326",1055,413.128909952607
2,337,"397",439,462.763097949886
2,348,"352",372,356
2,350,"352",373,269.44235924933
2,352,"354",596,346.144295302013
2,359,"356",377,421.068965517241
2,366,"369",825,149.210909090909
2,369,"363",840,295.89880952381
2,385,"419",580,286.622413793103
2,390,"334",370,413.662162162162
2,394,"356",479,352.089770354906
2,414,"390",402,290.870646766169
2,427,"398",458,272.912663755459
2,428,"402",472,284.497881355932
2,440,"431",427,392.407494145199
2,449,"241",466,1461.75751072961
2,465,"197",428,581.378504672897
2,465,"242",430,419.162790697674
2,465,"463",1402,435.34664764622
2,466,"197",771,536.85084306096
2,466,"242",610,441.039344262295
2,467,"464",465,466.464516129032
2,475,"197",368,875.994565217391
2,480,"197",394,905.819796954315
3,1,"1",1359,1295.65121412804
3,1,"11",547,462.822669104205
3,1,"12",423,421.976359338061
3,1,"14",489,642.19836400818
3,1,"15",599,512.684474123539
3,1,"16",474,496.497890295359
3,1,"174",1047,550.510983763133
3,1,"18",1657,375.40012070006
3,1,"183",380,495.857894736842
3,1,"2",523,355.512428298279
3,1,"23",558,515.146953405018
3,1,"24",401,503.563591022444
3,1,"25",558,406.867383512545
3,1,"27",952,417.766806722689
3,1,"271",451,917.423503325942
3,1,"28",716,606.54469273743
3,1,"30",497,493.503018108652
3,1,"34",433,610.415704387991
3,1,"35",1230,544.254471544715
3,1,"4",651,443.651305683564
3,2,"1",427,423.454332552693
3,2,"2",650,1169.61692307692
3,2,"24",397,389.889168765743
3,2,"32",490,499.240816326531
3,2,"35",378,570.669312169312
3,4,"1",521,409.238003838772
3,4,"4",519,931.635838150289
3,5,"1",646,396.21826625387
3,6,"1",628,475
3,6,"14",420,576.242857142857
3,6,"35",809,460.257107540173
3,7,"1",524,604.895038167939
3,7,"115",500,779.948
3,7,"12",415,750.281927710843
3,7,"27",431,641.283062645012
3,8,"29",427,475.168618266979
3,8,"43",570,728.514035087719
3,9,"1",695,426.624460431655
3,9,"2",468,349.903846153846
3,9,"32",439,379.268792710706
3,10,"10",568,1311.60563380282
3,10,"18",398,535.221105527638
3,10,"19",407,481.140049140049
3,10,"20",371,375.269541778976
3,10,"266",411,565.009732360097
3,10,"27",432,579.805555555556
3,10,"43",374,612.727272727273
3,11,"1",674,385.459940652819
3,11,"11",669,1397.08819133034
3,11,"121",419,416.467780429594
3,11,"174",648,541.663580246914
3,11,"28",419,555.668257756563
3,11,"35",369,459.983739837398
3,12,"1",383,559.349869451697
3,14,"14",506,1582.12648221344
3,14,"18",694,559.559077809798
3,14,"26",402,802.485074626866
3,14,"27",741,596.453441295547
3,14,"271",437,1056.7643020595
3,15,"15",570,1153.84210526316
3,15,"24",374,345.029411764706
3,15,"27",861,500.678281068525
3,16,"1",410,533.363414634146
3,16,"14",431,573.559164733179
3,16,"16",906,1103.48565121413
3,16,"194",383,870.746736292428
3,16,"253",550,454.078181818182
3,16,"27",428,654.317757009346
3,18,"1",1912,398.958682008368
3,18,"134",386,576.875647668394
3,18,"14",963,528.485981308411
3,18,"15",608,412.508223684211
3,18,"18",932,1326.84120171674
3,18,"20",387,387.475452196382
3,18,"255",457,575.586433260394
3,19,"1",438,464.299086757991
3,19,"14",584,653.823630136986
3,19,"15",884,454.116515837104
3,19,"16",461,490.882863340564
3,19,"19",468,1367.09829059829
3,20,"14",507,767.366863905325
3,20,"15",685,530.329927007299
3,20,"16",484,629.861570247934
3,20,"18",383,397.616187989556
3,20,"20",749,1383.41789052069
3,21,"27",624,627.198717948718
3,22,"27",473,546.262156448203
3,23,"1",416,535.651442307692
3,23,"23",418,1124.86124401914
3,23,"27",1140,462.835964912281
3,23,"29",417,857.028776978417
3,24,"1",664,468.867469879518
3,24,"24",431,1474.26914153132
3,24,"266",515,983.425242718447
3,24,"27",1045,404.026794258373
3,24,"271",529,1015.68998109641
3,24,"29",382,779.125654450262
3,24,"43",542,1044.06273062731
3,25,"1",676,434.770710059172
3,25,"25",560,1327.16785714286
3,25,"27",460,582.976086956522
3,25,"41",423,837.718676122931
3,25,"43",471,1169.91932059448
3,26,"26",532,1593.49248120301
3,26,"266",567,555.049382716049
3,26,"270",412,431.179611650485
3,26,"29",431,399.45475638051
3,26,"43",774,528.894056847545
3,27,"1",1196,474.082775919732
3,27,"10",456,953.907894736842
3,27,"14",599,817.993322203673
3,27,"15",1003,495.530408773679
3,27,"16",482,784.705394190871
3,27,"174",501,668.960079840319
3,27,"23",488,686.180327868852
3,27,"26",567,519.89241622575
3,27,"266",415,895.498795180723
3,27,"27",1277,1564.7580266249
3,27,"270",413,770.493946731235
3,27,"271",400,924.785
3,27,"28",423,647.387706855792
3,27,"29",795,632.008805031447
3,27,"41",597,1159.89949748744
3,27,"43",1172,983.596416382253
3,28,"1",889,640.435320584927
3,28,"11",584,575.529109589041
3,28,"18",367,534.847411444142
3,28,"27",932,507.00643776824
3,28,"28",793,1372.37578814628
3,28,"452",372,633.709677419355
3,29,"124",442,737.898190045249
3,29,"18",373,738.321715817694
3,29,"19",379,647.923482849604
3,29,"20",656,544.126524390244
3,29,"26",386,309.924870466321
3,29,"3",427,480.864168618267
3,30,"1",694,495.234870317003
3,30,"30",610,1314.71639344262
3,31,"28",565,522.978761061947
3,31,"30",457,465.575492341357
3,32,"2",846,460.931442080378
3,32,"32",384,1061.81510416667
3,32,"4",503,392.246520874751
3,33,"139",492,1216.18902439024
3,33,"260",398,1291.891959799
3,33,"33",1497,1746.1002004008
3,33,"449",506,899.675889328063
3,34,"1",994,627.099597585513
3,34,"32",371,384.059299191375
3,34,"34",422,1003.81042654028
3,35,"1",931,609.3716433942
3,35,"25",407,435.154791154791
3,36,"36",572,1054.25524475524
3,36,"38",369,329.967479674797
3,36,"45",390,330.094871794872
3,36,"46",419,351.558472553699
3,37,"27",581,589.74182444062
3,37,"37",568,1011.61795774648
3,38,"36",493,335.237322515213
3,38,"38",593,975.876897133221
3,38,"45",378,491.693121693122
3,39,"39",542,1060.77675276753
3,40,"38",376,347.896276595745
3,40,"40",428,1044.53738317757
3,40,"47",453,373.291390728477
3,41,"10",655,349.746564885496
3,41,"14",387,1254.45478036176
3,41,"15",369,951.712737127371
3,41,"16",489,1008.82208588957
3,41,"17",414,897.589371980676
3,41,"18",560,821.232142857143
3,41,"19",517,674.442940038685
3,41,"20",934,543.440042826552
3,41,"26",412,322.133495145631
3,41,"266",431,525.317865429234
3,41,"27",410,907.821951219512
3,41,"3",944,443.957627118644
3,41,"41",818,1661.27139364303
3,43,"10",430,628.758139534884
3,43,"18",503,897.015904572565
3,43,"19",507,883.648915187377
3,43,"20",413,811.789346246973
3,43,"266",469,681.162046908316
3,43,"270",392,677.038265306122
3,43,"3",395,763.873417721519
3,43,"43",885,1561.90056497175
3,44,"44",588,959.404761904762
3,44,"46",567,224.044091710758
3,44,"47",393,396.575063613232
3,45,"36",403,317.794044665012
3,45,"45",946,1103.87420718816
3,45,"47",389,368.946015424165
3,47,"40",427,320.608899297424
3,47,"45",493,331.436105476673
3,47,"47",656,1400.5243902439
3,48,"124",396,591.64898989899
3,49,"46",669,302.500747384155
3,51,"40",417,340.321342925659
3,52,"266",401,703.099750623441
3,52,"41",367,729.269754768392
3,52,"43",801,455.037453183521
3,53,"36",565,336.941592920354
3,53,"37",432,424.268518518519
3,53,"45",372,417.604838709677
3,54,"38",488,268.975409836066
3,56,"135",433,487.009237875289
3,57,"36",437,347.327231121281
3,58,"36",435,330.905747126437
3,60,"36",471,346.649681528662
3,63,"47",560,461.364285714286
3,64,"36",476,533.621848739496
3,64,"37",876,435.074200913242
3,64,"38",1092,389.637362637363
3,64,"44",377,551.395225464191
3,64,"45",826,370.142857142857
3,65,"3",397,822.017632241814
3,66,"46",439,453.118451025057
3,70,"182",521,536.52207293666
3,74,"134",367,690.795640326975
3,74,"182",420,436.55
3,74,"47",630,524.374603174603
3,82,"124",1981,634.526501766784
3,82,"266",401,751.693266832918
3,82,"270",395,572.372151898734
3,82,"48",579,296.880829015544
3,85,"174",1461,373.609171800137
3,85,"271",383,721.629242819843
3,86,"1",439,560.555808656036
3,86,"15",675,517.804444444444
3,87,"43",423,567.65011820331
3,87,"48",733,417.461118690314
3,90,"106",557,461.549371633752
3,96,"11",404,959.537128712871
3,96,"112",403,506.97270471464
3,96,"115",802,804.492518703242
3,99,"1",1212,1204.74669966997
3,99,"10",475,541.93052631579
3,99,"11",731,911.305061559508
3,103,"103",371,1247.85444743935
3,103,"174",466,364.190987124464
3,103,"18",510,562.356862745098
3,106,"106",373,1488.52278820375
3,107,"113",476,361.516806722689
3,107,"114",501,317.431137724551
3,107,"116",470,533.721276595745
3,107,"124",468,432.228632478633
3,107,"3",453,578.322295805739
3,108,"108",749,1541.73164218959
3,108,"139",382,1211.32722513089
3,108,"257",918,906.628540305011
3,108,"260",481,1081.02286902287
3,108,"33",638,923.884012539185
3,111,"111",417,1190.15107913669
3,111,"174",1661,290.881998795906
3,111,"18",575,489.36347826087
3,111,"256",775,370.157419354839
3,112,"112",512,1111.83984375
3,113,"113",509,4896.83693516699
3,114,"114",472,1266.61016949153
3,115,"119",462,333.298701298701
3,115,"29",603,397.026533996683
3,115,"43",464,780.028017241379
3,116,"116",944,2212.00953389831
3,116,"117",487,362.839835728953
3,116,"119",379,488.356200527704
3,117,"116",446,256.829596412556
3,117,"119",540,283.737037037037
3,119,"112",477,419.117400419287
3,119,"113",500,341.564
3,119,"116",506,1087.395256917
3,119,"117",366,356.079234972678
3,119,"118",432,221.310185185185
3,119,"119",632,1028.11550632911
3,119,"120",390,302.630769230769
3,120,"119",566,292.948763250883
3,120,"120",772,1129.17487046632
3,121,"119",398,345.366834170854
3,121,"134",518,347.090733590734
3,123,"123",1117,910.379588182632
3,124,"107",439,464.649202733485
3,124,"123",518,318.739382239382
3,124,"124",737,1106.18724559023
3,124,"136",384,620.0078125
3,124,"29",539,849.589981447124
3,124,"448",378,677.608465608466
3,125,"125",595,1253.24033613445
3,125,"136",390,526.269230769231
3,126,"126",546,1411.58608058608
3,126,"131",447,267.194630872483
3,126,"134",941,350.69394261424
3,126,"136",907,319.632855567806
3,126,"141",1091,398.613198900092
3,127,"127",526,1158.89353612167
3,128,"128",472,1420.83474576271
3,129,"129",755,999.429139072848
3,129,"130",370,304.051351351351
3,129,"134",489,336.887525562372
3,129,"136",587,199.655877342419
3,130,"130",406,1110.960591133
3,131,"131",409,970.987775061125
3,131,"133",487,311.227926078029
3,133,"133",466,1062.38626609442
3,133,"136",547,433.396709323583
3,134,"126",622,309.189710610932
3,134,"134",876,1192.6404109589
3,134,"136",476,374.079831932773
3,135,"134",521,315.253358925144
3,135,"135",551,1125.45916515427
3,135,"136",1170,375.257264957265
3,136,"126",663,317.217194570136
3,136,"134",429,359.624708624709
3,136,"135",892,367.567264573991
3,136,"136",611,1064.20130932897
3,136,"137",488,352.55737704918
3,137,"136",577,333.909878682842
3,137,"137",470,1179.89574468085
3,138,"138",422,1095.4028436019
3,139,"139",915,1346.19234972678
3,139,"155",629,530.980922098569
3,139,"33",508,1053.57480314961
3,139,"449",529,903.788279773157
3,140,"140",434,1011.20276497696
3,141,"120",375,452.269333333333
3,141,"126",751,403.571238348868
3,141,"141",832,1182.70432692308
3,141,"146",420,503.983333333333
3,141,"149",480,402.170833333333
3,141,"158",1077,438.314763231198
3,142,"144",422,378.279620853081
3,143,"143",385,1164.68311688312
3,143,"146",375,450.970666666667
3,143,"149",371,210.611859838275
3,144,"141",540,291.268518518519
3,145,"126",638,441.846394984326
3,145,"131",592,400.505067567568
3,145,"145",502,1347.63944223108
3,145,"146",415,411.689156626506
3,145,"148",400,367.7275
3,145,"149",382,348.926701570681
3,145,"158",899,366.094549499444
3,146,"146",470,915.442553191489
3,146,"38",440,545.154545454545
3,147,"147",1324,899.076283987915
3,147,"158",403,302.595533498759
3,147,"163",376,345.792553191489
3,148,"140",427,320.24355971897
3,148,"141",409,439.924205378973
3,148,"145",889,262.451068616423
3,148,"146",643,472.393468118196
3,148,"147",375,219.669333333333
3,148,"151",498,375.504016064257
3,149,"140",407,310.2457002457
3,149,"141",652,357.682515337423
3,149,"145",715,293.167832167832
3,149,"146",406,474.894088669951
3,149,"151",502,374.151394422311
3,150,"150",385,1106.03896103896
3,150,"164",378,514.005291005291
3,151,"149",538,365.940520446097
3,151,"151",508,1060.30708661417
3,151,"152",547,407.714808043876
3,151,"158",1349,357.097850259451
3,152,"151",532,364.971804511278
3,153,"149",425,484.355294117647
3,154,"146",466,323.785407725322
3,154,"150",476,310.840336134454
3,155,"139",1004,499.989043824701
3,155,"155",769,1497.00650195059
3,155,"33",584,901.859589041096
3,158,"134",391,505.391304347826
3,158,"141",1474,407.114654002714
3,158,"145",1308,386.032110091743
3,158,"147",492,347.693089430894
3,158,"151",953,400.378803777545
3,158,"162",596,377.436241610738
3,159,"141",560,429.594642857143
3,159,"145",398,403.86432160804
3,159,"159",472,1071.76694915254
3,160,"160",492,1194.03658536585
3,160,"257",754,425.275862068966
3,161,"146",414,337.014492753623
3,161,"161",397,1061.09571788413
3,162,"162",448,1281.390625
3,162,"163",679,301.39469808542
3,162,"164",386,380.40414507772
3,163,"162",746,328.601876675603
3,163,"163",564,1152.45744680851
3,163,"165",689,324.069666182874
3,164,"150",389,516.511568123393
3,164,"154",380,340.357894736842
3,164,"163",535,406.663551401869
3,164,"164",643,1210.81026438569
3,164,"165",731,341.254445964432
3,165,"163",1673,221.197250448296
3,165,"164",371,462.215633423181
3,165,"165",463,1021.00431965443
3,166,"167",761,195.220762155059
3,166,"182",398,502.35175879397
3,167,"167",470,885.712765957447
3,167,"169",403,251.741935483871
3,167,"171",415,298.146987951807
3,167,"182",521,386.499040307102
3,167,"286",960,396.092708333333
3,168,"168",370,1167.64864864865
3,168,"182",813,262.808118081181
3,169,"169",437,1256.40961098398
3,169,"182",517,322.442940038685
3,170,"182",394,496.304568527919
3,172,"172",410,977.165853658537
3,173,"182",444,410.506756756757
3,174,"1",927,580.280474649407
3,174,"11",922,541.091106290672
3,174,"111",1656,299.389492753623
3,174,"12",497,469.338028169014
3,174,"174",565,1184.87610619469
3,174,"18",483,632.937888198758
3,174,"183",1392,278.742097701149
3,174,"255",380,309.771052631579
3,174,"256",395,358.807594936709
3,174,"271",421,622.643705463183
3,175,"175",555,1260.12972972973
3,175,"247",380,1271.63157894737
3,175,"449",441,1000.50566893424
3,178,"178",404,999.235148514852
3,178,"184",411,474.839416058394
3,178,"191",394,504.266497461929
3,179,"179",419,1039.76849642005
3,180,"180",519,1360.74759152216
3,180,"182",789,261.716096324461
3,181,"181",574,1129.20034843206
3,182,"171",532,463.073308270677
3,182,"172",485,484.101030927835
3,182,"173",608,399.342105263158
3,182,"180",401,390.980049875312
3,182,"182",969,1198.1217750258
3,183,"174",1691,246.820816085157
3,183,"18",414,461.700483091787
3,183,"183",477,1072.07966457023
3,183,"256",608,301.276315789474
3,184,"184",774,1268.23126614987
3,184,"185",484,230.737603305785
3,184,"188",402,435.932835820896
3,185,"184",634,315.735015772871
3,185,"185",435,1158.48045977011
3,185,"186",780,346.671794871795
3,185,"187",437,284.013729977117
3,185,"188",488,454.950819672131
3,186,"185",607,312.621087314662
3,186,"186",487,1400.7227926078
3,186,"187",799,211.327909887359
3,187,"185",563,247.104795737123
3,187,"186",592,381.85472972973
3,187,"187",445,1168.39101123596
3,187,"188",427,409.468384074941
3,188,"184",991,400.602421796166
3,188,"185",487,397.104722792608
3,188,"187",600,290.801666666667
3,189,"185",583,352.759862778731
3,190,"190",599,1348.33889816361
3,190,"449",430,831.56511627907
3,190,"454",417,1159.54196642686
3,191,"185",563,402.243339253996
3,193,"232",454,256.607929515419
3,194,"194",826,1629.66343825666
3,194,"232",575,418.387826086957
3,195,"192",554,473.373646209386
3,197,"208",824,802.373786407767
3,197,"219",540,487.677777777778
3,197,"221",455,508.694505494506
3,197,"465",455,611.259340659341
3,198,"208",651,633.215053763441
3,200,"200",460,1285.0652173913
3,200,"208",372,297.373655913978
3,201,"226",381,443.965879265092
3,204,"199",714,343.043417366947
3,204,"202",445,290.168539325843
3,204,"206",510,463.174509803922
3,204,"242",442,562.203619909502
3,204,"460",394,690.766497461929
3,206,"204",516,350.100775193798
3,206,"208",1222,496.396890343699
3,206,"211",397,583.287153652393
3,206,"217",564,709.68085106383
3,206,"235",417,409.15587529976
3,207,"208",433,412.004618937644
3,208,"197",868,869.26267281106
3,208,"198",624,658.110576923077
3,208,"199",495,470.517171717172
3,208,"202",481,429.852390852391
3,208,"206",1447,513.740152038701
3,208,"209",572,628.811188811189
3,208,"215",505,475.615841584158
3,208,"217",1103,346.490480507706
3,208,"240",476,841.548319327731
3,208,"242",1146,726.361256544503
3,208,"460",696,729.189655172414
3,208,"461",621,885.049919484702
3,208,"476",385,591.794805194805
3,209,"208",654,652.700305810398
3,210,"197",679,719.111929307806
3,210,"206",602,402.031561461794
3,210,"209",570,488.678947368421
3,210,"215",389,357.120822622108
3,210,"242",424,585.469339622642
3,210,"460",556,606.63309352518
3,211,"206",383,623.501305483029
3,211,"207",458,397.35152838428
3,211,"217",1842,285.795874049946
3,211,"226",433,442.060046189376
3,211,"246",629,478.899841017488
3,211,"248",741,506.039136302294
3,211,"452",1163,489.452278589854
3,211,"475",632,543.82753164557
3,211,"476",459,558.416122004357
3,212,"217",471,313.329087048832
3,215,"208",401,405.623441396509
3,216,"217",385,532.524675324675
3,217,"206",454,774.211453744493
3,217,"208",660,420.965151515151
3,217,"211",944,289.602754237288
3,217,"212",542,290.256457564576
3,217,"217",521,1147.1689059501
3,219,"197",643,401.287713841369
3,219,"208",382,669.869109947644
3,222,"222",599,1326.8530884808
3,222,"241",462,988.38961038961
3,223,"221",400,467.49
3,225,"225",369,1193.45257452575
3,226,"201",448,438.475446428571
3,227,"237",487,525.642710472279
3,228,"219",435,509.006896551724
3,228,"227",438,404.114155251142
3,228,"463",385,685.901298701299
3,230,"230",455,1054.84175824176
3,232,"232",425,1162.82117647059
3,236,"237",517,412.185686653772
3,237,"227",479,601.033402922756
3,237,"230",491,463.297352342159
3,237,"233",404,376.757425742574
3,237,"235",396,543.790404040404
3,237,"236",524,494.99427480916
3,240,"208",531,742.365348399247
3,241,"222",367,962.896457765668
3,241,"241",575,1135.99130434783
3,241,"459",629,693.186009538951
3,242,"208",1088,628.96875
3,242,"210",417,536.932853717026
3,242,"217",386,814.316062176166
3,242,"235",620,520.311290322581
3,242,"242",377,869.278514588859
3,242,"465",371,484.673854447439
3,247,"33",427,966.613583138173
3,248,"248",484,1122.06611570248
3,254,"254",917,1451.78516902944
3,254,"41",375,475.512
3,255,"174",641,272.780031201248
3,256,"111",707,352.033946251768
3,256,"183",733,280.844474761255
3,257,"108",1054,784.618595825427
3,257,"160",539,733.497217068646
3,257,"257",1063,1624.14393226717
3,257,"260",554,905.828519855596
3,257,"33",489,990.047034764826
3,260,"108",473,913.458773784355
3,260,"257",935,983.132620320856
3,260,"260",1224,1623.42320261438
3,260,"33",523,1570.57361376673
3,262,"262",568,1101.6514084507
3,266,"1",422,994.890995260664
3,266,"10",480,524.229166666667
3,266,"14",387,1000.72868217054
3,266,"15",469,983.616204690832
3,266,"16",423,968.047281323877
3,266,"18",434,779.241935483871
3,266,"19",503,761.250497017893
3,266,"20",411,754.386861313869
3,266,"26",370,595.259459459459
3,266,"270",623,446.638844301766
3,266,"41",398,606.949748743719
3,270,"266",1226,366.500815660685
3,270,"270",895,1033.0782122905
3,270,"271",552,436.224637681159
3,270,"43",400,656.4625
3,271,"1",443,1035.93002257336
3,271,"10",797,490.722710163112
3,271,"107",458,794.050218340611
3,271,"111",501,764.832335329341
3,271,"115",390,642.282051282051
3,271,"119",375,687.517333333333
3,271,"14",523,1017.97896749522
3,271,"15",840,959.423809523809
3,271,"16",683,918.734992679356
3,271,"17",479,859.620041753653
3,271,"18",908,736.430616740088
3,271,"19",903,686.75415282392
3,271,"20",726,652.947658402204
3,271,"23",585,1011.1094017094
3,271,"26",560,508.107142857143
3,271,"27",907,705.737596471885
3,271,"270",1018,411.108055009823
3,271,"271",412,1112.31553398058
3,271,"28",435,1037.11034482759
3,271,"3",510,597.827450980392
3,271,"41",788,525.739847715736
3,271,"43",507,808.988165680473
3,271,"476",409,1390.23716381418
3,272,"270",369,417.79945799458
3,276,"295",377,420.785145888594
3,277,"295",426,338.016431924883
3,280,"295",676,376.056213017751
3,280,"297",381,384.170603674541
3,282,"295",397,283.858942065491
3,285,"305",393,306.656488549618
3,286,"167",788,281.611675126904
3,286,"182",622,435.231511254019
3,286,"286",388,1181.5618556701
3,288,"312",555,220.005405405405
3,295,"280",513,369.916179337232
3,295,"282",367,318.855585831063
3,295,"295",432,1113.53009259259
3,295,"299",635,437.223622047244
3,295,"302",402,621.398009950249
3,295,"317",437,518.226544622426
3,295,"319",379,348.683377308707
3,295,"320",407,364.132678132678
3,296,"300",449,483.988864142539
3,297,"280",410,412.336585365854
3,297,"299",368,328.475543478261
3,300,"391",473,1009.34249471459
3,300,"449",422,1051.6327014218
3,305,"173",449,367.367483296214
3,305,"347",418,455.732057416268
3,310,"312",701,256.664764621969
3,312,"310",566,245.840989399293
3,317,"302",602,281.686046511628
3,318,"302",431,377.350348027842
3,319,"295",512,354.865234375
3,319,"297",384,317.7578125
3,319,"302",559,440.703041144902
3,320,"295",411,353.423357664234
3,321,"280",370,531.278378378378
3,321,"295",485,443.717525773196
3,323,"340",470,295.729787234043
3,325,"302",387,282.919896640827
3,326,"329",482,568.412863070539
3,327,"327",671,1577.1132637854
3,327,"391",433,990.154734411085
3,328,"310",565,247.835398230088
3,329,"310",375,314.653333333333
3,329,"315",405,471.476543209877
3,329,"326",722,445.864265927978
3,340,"324",482,327.035269709544
