"Horario","Ciclo_Estacion_Retiro","Ciclo_Estacion_Arribo","Viajes","Tiempo_Promedio"
3,352,"369",380,440.526315789474
3,356,"359",556,526.638489208633
3,357,"359",521,337.846449136276
3,357,"361",408,322.083333333333
3,359,"356",1016,404.211614173228
3,359,"357",958,290.849686847599
3,359,"372",377,473.352785145889
3,360,"360",406,1446.81280788177
3,363,"369",514,376.677042801556
3,366,"369",761,180
3,367,"369",404,208.121287128713
3,369,"363",570,375.808771929825
3,369,"366",563,222.477797513321
3,369,"372",546,364.882783882784
3,372,"359",432,505.155092592593
3,372,"370",539,293.428571428571
3,372,"372",413,1380.54721549637
3,372,"394",457,293.544857768053
3,373,"359",457,480.687089715536
3,384,"389",489,277.049079754601
3,385,"389",679,279.786450662739
3,385,"390",441,412.492063492063
3,386,"389",433,291.004618937644
3,387,"385",387,270.395348837209
3,389,"385",546,311.529304029304
3,389,"386",474,336.53164556962
3,390,"334",376,522.087765957447
3,390,"347",395,580.696202531646
3,390,"385",505,361.421782178218
3,390,"396",395,387.225316455696
3,390,"398",562,561.642348754448
3,390,"420",500,350.22
3,390,"421",432,225.430555555556
3,390,"436",498,397.455823293173
3,390,"437",414,496.570048309179
3,391,"300",427,1088.29742388759
3,391,"327",522,1014.18007662835
3,391,"391",650,1692.17846153846
3,391,"434",493,831.21906693712
3,392,"390",485,257.628865979381
3,392,"398",440,411.472727272727
3,393,"390",369,332.493224932249
3,394,"372",567,273.356261022928
3,396,"390",525,575.099047619048
3,398,"390",472,553.235169491525
3,398,"427",392,439.895408163265
3,427,"398",402,397.487562189055
3,431,"440",394,472.055837563452
3,433,"436",742,326.21832884097
3,434,"391",488,741.825819672131
3,434,"434",1188,1426.64898989899
3,436,"433",500,313.43
3,439,"436",1067,311.242736644799
3,439,"437",792,219.227272727273
3,440,"431",466,452.087982832618
3,440,"432",521,395.21113243762
3,440,"442",525,264.390476190476
3,440,"443",469,416.006396588486
3,440,"444",366,423.109289617486
3,443,"440",495,430.478787878788
3,444,"440",494,396.238866396761
3,445,"391",389,1225.30334190231
3,445,"445",404,1542.16584158416
3,449,"175",388,823.051546391753
3,449,"190",385,793
3,449,"241",554,1801.73826714801
3,449,"247",501,725.359281437126
3,449,"260",465,1383.90537634409
3,449,"33",378,982.015873015873
3,449,"449",1387,1337.37563085797
3,450,"266",436,330.213302752294
3,452,"208",373,517.485254691689
3,452,"211",727,474.638239339752
3,454,"241",425,789.550588235294
3,454,"454",462,1338.22510822511
3,459,"222",417,822.606714628297
3,459,"241",546,759.906593406593
3,459,"459",497,1450.55935613682
3,460,"208",699,691.892703862661
3,463,"465",788,422.19923857868
3,464,"467",518,506.698841698842
3,464,"472",623,747.706260032103
3,465,"197",418,710.366028708134
3,465,"463",816,461.987745098039
3,466,"197",366,747.021857923497
3,467,"464",677,538.837518463811
3,472,"472",465,1409.15913978495
3,474,"211",382,519.63612565445
4,1,"1",477,1089.36477987421
4,1,"11",400,306.2775
4,1,"174",909,578.041804180418
4,1,"18",594,396.656565656566
4,1,"183",376,467.890957446808
4,1,"266",762,931.278215223097
4,1,"267",643,972.153965785381
4,1,"27",437,414.160183066362
4,1,"271",527,879.121442125237
4,1,"34",536,604.740671641791
4,1,"35",599,602.078464106845
4,3,"266",572,735.06993006993
4,3,"267",509,736.381139489195
4,4,"1",380,365.092105263158
4,5,"32",375,418.874666666667
4,6,"174",697,574.073170731707
4,6,"266",434,963.658986175115
4,6,"271",441,818
4,7,"266",659,1306.01213960546
4,7,"267",558,1303.04121863799
4,8,"266",398,754.670854271357
4,8,"43",415,682.334939759036
4,9,"174",527,749.967741935484
4,9,"266",510,1108.2
4,9,"267",394,1122.34517766497
4,10,"266",841,537.925089179548
4,10,"267",663,513.634992458522
4,11,"174",612,500.382352941176
4,12,"174",446,528.37668161435
4,13,"266",556,1231.66366906475
4,13,"267",508,1205.37007874016
4,14,"266",873,1210.72279495991
4,14,"267",715,1214.53706293706
4,14,"27",450,663.977777777778
4,14,"271",644,1125.21273291925
4,14,"31",375,583.509333333333
4,15,"266",1054,1135.53510436433
4,15,"267",810,1122.46296296296
4,15,"27",650,493.986153846154
4,15,"271",434,1108.00460829493
4,16,"16",510,700.388235294118
4,16,"266",925,1084.38702702703
4,16,"267",711,1105.71729957806
4,16,"271",536,1041.99067164179
4,16,"32",397,333.989924433249
4,16,"35",425,360.637647058824
4,17,"266",590,1014.37627118644
4,17,"267",513,1010.08187134503
4,17,"271",404,958.393564356436
4,18,"1",1385,390.540072202166
4,18,"15",440,520.622727272727
4,18,"174",534,679.346441947565
4,18,"266",1332,908.946696696697
4,18,"267",890,941.885393258427
4,18,"271",1031,832.396702230844
4,18,"272",489,790.306748466258
4,18,"41",388,772.657216494845
4,19,"174",549,596.318761384335
4,19,"266",677,848.524372230428
4,19,"267",503,844.467196819086
4,19,"271",524,795.192748091603
4,20,"174",379,665.949868073879
4,20,"266",815,760.482208588957
4,20,"267",746,775.833780160858
4,20,"271",504,703.952380952381
4,21,"266",868,1138.2569124424
4,21,"267",656,1146.23932926829
4,21,"27",520,534.9
4,21,"271",375,1119.03733333333
4,22,"266",729,1178.51989026063
4,22,"267",589,1190.30220713073
4,22,"27",558,530.134408602151
4,23,"266",1431,1104.43535988819
4,23,"267",1201,1124.4454621149
4,23,"27",672,451.973214285714
4,23,"271",663,1088.26395173454
4,24,"266",1419,1039.02114164905
4,24,"267",1141,1044.24802804557
4,24,"27",654,396.909785932722
4,24,"271",563,1086.14031971581
4,24,"41",509,831.823182711198
4,24,"43",411,1023.22384428224
4,25,"25",373,524.407506702413
4,25,"266",875,969.789714285714
4,25,"267",685,973.389781021898
4,25,"271",415,933.467469879518
4,26,"266",874,556.008009153318
4,26,"267",792,589.550505050505
4,26,"43",416,650.331730769231
4,27,"1",731,443.548563611491
4,27,"103",448,803.65625
4,27,"111",451,685.771618625277
4,27,"15",377,499.294429708223
4,27,"174",925,617.315675675676
4,27,"176",401,872.733167082294
4,27,"183",381,608.800524934383
4,27,"255",401,559.379052369077
4,27,"266",2092,840.971319311663
4,27,"267",1535,855.541368078176
4,27,"27",439,1023.42141230068
4,27,"270",568,689.605633802817
4,27,"271",1184,768.26097972973
4,27,"272",538,759.611524163569
4,27,"29",730,537.872602739726
4,27,"41",750,690.237333333333
4,27,"43",746,979.274798927614
4,28,"266",1547,1110.86748545572
4,28,"267",958,1127.99060542797
4,28,"27",630,478.84126984127
4,28,"271",409,1128.8924205379
4,29,"266",498,598.399598393574
4,30,"30",411,1317.85158150852
4,31,"266",606,878.980198019802
4,31,"267",612,897.495098039216
4,32,"266",467,1156.76017130621
4,32,"271",396,1071.53535353535
4,33,"108",416,950.173076923077
4,33,"155",416,1028.62980769231
4,33,"260",431,1096.5313225058
4,33,"33",762,1803.94488188976
4,35,"1",469,607.392324093817
4,36,"182",497,736.219315895372
4,41,"256",385,405.446753246753
4,41,"266",804,512.547263681592
4,41,"267",661,505.055975794251
4,43,"266",739,764.782138024357
4,43,"267",563,739.561278863233
4,43,"271",372,788.836021505376
4,43,"43",380,1517.53157894737
4,52,"266",565,709.899115044248
4,52,"267",459,696.976034858388
4,61,"38",413,361.847457627119
4,63,"36",417,442.062350119904
4,64,"36",367,536.411444141689
4,85,"174",782,355.18925831202
4,85,"266",627,831.62360446571
4,85,"267",421,812.807600950119
4,86,"266",557,676.086175942549
4,86,"267",483,637.546583850932
4,86,"271",524,604.05534351145
4,87,"48",414,416.509661835749
4,96,"26",474,765.784810126582
4,108,"108",379,2237.21899736148
4,111,"174",849,319.381625441696
4,115,"266",585,732.420512820513
4,115,"267",441,764.673469387755
4,117,"116",437,283.922196796339
4,117,"266",662,833.515105740181
4,117,"267",418,821.803827751196
4,123,"123",376,868.994680851064
4,126,"158",454,721.477973568282
4,134,"126",680,330.457352941176
4,135,"136",588,390.948979591837
4,136,"135",805,347.822360248447
4,139,"139",464,1340.25431034483
4,139,"155",531,488.613935969868
4,141,"126",699,390.105865522175
4,141,"141",379,1356.30606860158
4,141,"158",761,412.655716162944
4,145,"149",379,413.248021108179
4,145,"158",681,321.610866372981
4,147,"147",388,937.414948453608
4,151,"158",398,412.482412060301
4,154,"146",444,247.439189189189
4,155,"155",380,1320.60789473684
4,158,"141",544,458.34375
4,158,"145",540,428.642592592593
4,158,"151",524,415.543893129771
4,160,"160",530,1210.7679245283
4,160,"257",479,408.691022964509
4,162,"163",428,306.39953271028
4,163,"162",691,321.992764109986
4,163,"165",442,284.282805429864
4,164,"163",496,451.475806451613
4,164,"165",497,366.444668008048
4,165,"163",557,231.104129263914
4,174,"1",659,546.517450682853
4,174,"111",1042,301.832053742802
4,174,"183",1123,327.235084594835
4,180,"180",370,1450.15405405405
4,182,"171",468,447.767094017094
4,182,"182",390,1085.99230769231
4,182,"266",371,1615.80592991914
4,182,"267",390,1665.66666666667
4,183,"174",614,286.084690553746
4,183,"256",396,397.739898989899
4,186,"185",496,387.358870967742
4,190,"391",415,1448.00963855422
4,194,"194",371,1392.73315363881
4,197,"208",569,790.235500878735
4,197,"466",423,594.078014184397
4,198,"204",444,481.648648648649
4,198,"208",596,576.073825503356
4,202,"208",556,365.976618705036
4,206,"204",497,309.507042253521
4,206,"208",1021,476.230166503428
4,208,"197",398,917.143216080402
4,208,"206",457,532.326039387309
4,208,"242",470,957.014893617021
4,209,"208",747,596.729585006693
4,209,"210",440,460.268181818182
4,211,"217",581,264.655765920826
4,213,"208",375,574.402666666667
4,215,"208",450,380.1
4,217,"208",443,386.609480812641
4,217,"211",1300,263.266923076923
4,217,"212",688,256.856104651163
4,217,"266",437,1656.1876430206
4,217,"267",418,1707.81578947368
4,219,"208",750,633.096
4,235,"235",400,667.275
4,235,"237",388,379.75
4,235,"238",462,395.136363636364
4,236,"237",561,348.385026737968
4,236,"238",625,355.3632
4,236,"28",366,865.453551912568
4,240,"208",406,782.810344827586
4,241,"260",415,2031.11325301205
4,241,"449",372,1625.49193548387
4,242,"208",747,605.178045515395
4,242,"242",419,481.45107398568
4,242,"465",396,476.449494949495
4,246,"211",412,410.23786407767
4,247,"300",427,1606.11241217799
4,248,"211",372,592.787634408602
4,248,"32",391,591.324808184143
4,250,"266",418,1459.07655502392
4,253,"266",382,1498.78272251309
4,254,"254",431,1131.4686774942
4,255,"174",389,236.992287917738
4,256,"111",579,341.67530224525
4,256,"183",635,323.015748031496
4,257,"108",784,803.941326530612
4,257,"160",594,466.897306397306
4,257,"257",377,1327.79575596817
4,257,"260",573,826.858638743455
4,260,"260",472,1520.51483050847
4,261,"266",367,1260.23705722071
4,270,"266",1140,392.768421052632
4,270,"267",1057,400.791863765374
4,270,"270",453,1216.87858719647
4,270,"271",488,468.922131147541
4,286,"167",554,349.494584837545
4,306,"329",476,454.487394957983
4,308,"167",431,459.215777262181
4,310,"384",455,837.123076923077
4,319,"295",416,417.002403846154
4,327,"327",412,1570.71844660194
4,328,"310",383,235.219321148825
4,356,"359",401,432.256857855362
4,356,"394",401,436.30174563591
4,359,"357",590,281.306779661017
4,369,"366",455,224.843956043956
4,386,"389",366,249.306010928962
4,389,"385",537,298.672253258845
4,390,"396",559,330.4114490161
4,390,"398",742,494.94474393531
4,390,"414",427,258.878220140515
4,391,"300",451,995.625277161863
4,449,"139",437,904.50114416476
4,449,"175",542,861.138376383764
4,449,"190",380,800.307894736842
4,449,"260",399,1337.30325814536
4,449,"296",488,1276.6987704918
4,449,"449",722,1277.14404432133
4,452,"211",740,452.963513513514
4,454,"190",490,1110.61428571429
4,459,"260",418,1832.15311004785
4,460,"208",646,728.072755417957
4,463,"465",1181,465.533446232007
4,464,"160",399,1309.59398496241
4,464,"467",374,592.823529411765
4,468,"468",453,275.417218543046
4,472,"160",409,724.496332518337
4,475,"211",450,489.631111111111
4,476,"266",394,1427.60152284264
4,476,"466",427,410.576112412178
5,18,"1",573,346.200698080279
5,174,"111",622,336.014469453376
5,174,"183",443,283.695259593679
5,256,"183",413,359.17191283293
5,295,"277",383,326.378590078329
5,340,"324",375,284.544
