"Genero_Usuario","Ciclo_Estacion_Retiro","Ciclo_Estacion_Arribo","Viajes","Tiempo_Promedio"
"M","217",211,409,6.32139364303178
"M","217",212,394,5.46256345177665
"M","217",217,569,19.6498535442296
"M","222",222,715,22.6798601398601
"M","223",221,375,7.62213333333333
"M","23",23,392,21.6572278911565
"M","232",232,539,20.4686765615337
"M","24",1,427,7.32357533177205
"M","24",271,618,15.2625404530744
"M","241",33,413,29.3971751412429
"M","241",241,901,31.2550314465409
"M","242",242,556,17.8104616306954
"M","242",465,368,9.62110507246377
"M","245",245,687,20.6220766618147
"M","246",211,406,5.81075533661741
"M","247",247,457,21.2212618526623
"M","25",1,413,7.51581920903955
"M","25",25,372,20.2798835125448
"M","254",1,369,9.25352303523035
"M","254",183,503,4.45772034459907
"M","254",254,947,24.9590989088349
"M","255",255,406,17.998973727422
"M","256",41,556,6.06828537170264
"M","256",103,380,8.14622807017544
"M","256",111,427,5.64551131928181
"M","256",183,445,5.05205992509363
"M","256",256,368,22.4513586956522
"M","257",33,679,27.2562592047128
"M","257",139,489,20.2633946830266
"M","257",160,565,11.7689380530973
"M","257",257,2465,30.0908248816768
"M","26",266,735,7.98374149659864
"M","26",271,556,7.73474220623501
"M","260",33,586,30.083361774744
"M","260",260,1371,27.6560661317773
"M","260",449,397,27.4814021830395
"M","262",262,929,20.8454969501256
"M","263",263,390,23.3167948717949
"M","27",1,402,9.37176616915423
"M","27",27,1564,36.3546248934356
"M","27",271,421,13.6461203483769
"M","270",266,876,6.11938736681887
"M","270",270,685,20.8386861313869
"M","271",1,468,14.5053418803419
"M","271",7,529,16.3747006931317
"M","271",10,553,8.15644966847498
"M","271",26,1154,7.11946851530907
"M","271",28,379,15.6347845206684
"M","271",41,678,9.4509587020649
"M","271",113,448,8.97633928571429
"M","271",270,656,7.70764735772358
"M","271",271,469,20.0981165600569
"M","276",276,1179,24.7036188860616
"M","276",295,526,10.2782636248416
"M","28",28,554,26.7770156438026
"M","28",266,381,18.4412948381452
"M","280",295,420,6.03055555555556
"M","281",281,383,30.2027415143603
"M","282",295,466,4.50182403433476
"M","286",167,900,4.2852962962963
"M","286",286,550,33.6687575757576
"M","287",182,383,7.53115752828547
"M","293",293,368,22.0908967391304
"M","295",276,373,14.9669794459339
"M","295",280,467,6.70963597430407
"M","295",282,392,5.25595238095238
"M","295",295,657,25.6484271943176
"M","295",299,507,7.68944773175542
"M","295",317,740,8.68686936936937
"M","296",296,1373,30.1073440155378
"M","296",300,789,17.324588086185
"M","296",327,496,23.7831989247312
"M","297",297,525,22.5326349206349
"M","298",298,425,26.7598039215686
"M","299",299,381,23.8720909886264
"M","3",3,575,20.5674782608696
"M","30",1,470,7.82719858156028
"M","30",30,2211,25.4085406301824
"M","300",296,627,19.4887028176502
"M","300",300,832,28.0539463141026
"M","300",327,532,26.9175751879699
"M","302",154,372,9.03893369175627
"M","305",305,539,22.613048855906
"M","31",27,376,32.7133865248227
"M","31",31,401,30.8778470490441
"M","310",312,374,5.1927807486631
"M","317",295,495,7.90178451178451
"M","317",317,395,19.6197890295359
"M","32",4,376,7.09166666666667
"M","321",321,450,27.8740740740741
"M","327",175,507,24.4733070348455
"M","327",296,633,23.5428646656135
"M","327",300,477,25.3198113207547
"M","327",327,1490,35.5509507829978
"M","327",391,881,29.5528944381385
"M","33",33,3588,37.3819258639911
"M","33",108,409,24.9061939690302
"M","33",139,754,32.5959770114943
"M","33",257,582,31.4901202749141
"M","33",260,387,27.9954780361757
"M","33",449,777,26.5554054054054
"M","333",333,373,34.6224307417337
"M","34",1,584,8.69494863013699
"M","34",34,954,25.5044199860238
"M","340",325,367,7.59287011807448
"M","35",1,1090,8.23376146788991
"M","35",6,517,7.2675693101225
"M","35",17,403,6.81042183622829
"M","35",35,404,23.7019389438944
"M","351",310,424,8.15436320754717
"M","352",347,391,6.77591645353794
"M","359",356,545,6.7222629969419
"M","359",357,520,5.0949358974359
"M","36",36,466,24.3809012875536
"M","36",53,803,5.13841843088418
"M","36",58,374,5.97615864527629
"M","360",360,929,30.747380696089
"M","360",391,452,30.4933997050147
"M","366",369,434,3.15637480798771
"M","369",372,379,5.80571679859279
"M","37",37,464,23.0866020114943
"M","37",53,463,7.34913606911447
"M","372",393,370,4.59954954954955
"M","374",374,421,25.5232779097387
"M","38",38,395,20.4864135021097
"M","38",53,417,8.01430855315747
"M","38",61,373,7.68109919571046
"M","385",389,472,4.6614406779661
"M","385",390,614,6.30415309446254
"M","386",390,382,7.66099476439791
"M","389",385,564,5.43439716312057
"M","39",39,400,24.2175833333333
"M","390",385,617,7.32658022690438
"M","390",390,376,28.0751329787234
"M","390",398,752,9.14645390070922
"M","391",327,965,27.1596718480138
"M","391",360,402,36.1914593698176
"M","391",391,4962,41.1146916565901
"M","391",434,598,38.5465161649944
"M","392",398,379,6.7745382585752
"M","396",398,494,4.12995951417004
"M","398",390,375,11.2744888888889
"M","398",392,425,6.80243137254902
"M","4",1,411,6.85705596107056
"M","4",4,447,22.2337061894109
"M","400",295,400,13.8227916666667
"M","404",404,473,28.3050035236082
"M","405",405,917,24.0529262086514
"M","407",407,863,16.2901313248358
"M","41",3,511,10.4866275277234
"M","41",17,376,13.6832003546099
"M","41",41,1094,27.0312766605728
"M","41",87,654,9.86478083588175
"M","41",96,430,10.3822868217054
"M","41",256,437,7.71506483600305
"M","41",266,622,8.4970525187567
"M","41",271,463,10.0592872570194
"M","420",420,581,30.6201663798049
"M","425",425,471,22.4691790516631
"M","426",426,924,22.6454184704185
"M","43",43,397,22.8191015952981
"M","434",391,663,32.830869783811
"M","434",434,705,35.5662884160757
"M","44",44,502,15.0363545816733
"M","449",33,683,27.7542703757931
"M","449",155,379,24.1999120492524
"M","449",449,1856,26.5142780172414
"M","45",45,1025,19.8986178861789
"M","45",53,440,6.99905303030303
"M","45",60,406,6.0111658456486
"M","450",266,381,6.69938757655293
"M","450",450,401,23.9748545303408
"M","454",454,376,31.6898936170213
"M","455",455,471,36.846567586695
"M","460",204,408,9.03872549019608
"M","460",208,403,10.3965260545906
"M","463",205,424,11.5107704402516
"M","463",465,451,7.08725055432372
"M","464",467,402,10.5382669983416
"M","465",197,622,10.0845927116827
"M","465",242,426,8.10719874804382
"M","465",463,644,7.36413043478261
"M","466",197,470,10.6058156028369
"M","467",464,468,15.41599002849
"M","47",47,993,16.5368915743538
"M","475",197,389,11.970822622108
"M","476",474,400,7.670125
"M","48",48,417,22.2298960831335
"M","48",87,738,7.76266937669377
