"Genero_Usuario","Ciclo_Estacion_Retiro","Ciclo_Estacion_Arribo","Viajes","Tiempo_Promedio"
"M",64,"182",430,622.548837209302
"M",64,"28",436,490.061926605505
"M",64,"36",714,516.06862745098
"M",64,"37",1115,417.786547085202
"M",64,"38",1124,411.282918149466
"M",64,"44",436,511.699541284404
"M",64,"447",394,490.431472081218
"M",64,"45",909,372.712871287129
"M",65,"262",487,405.731006160164
"M",65,"3",452,802.473451327434
"M",66,"36",456,413.260964912281
"M",66,"46",461,435.774403470716
"M",66,"47",406,610.748768472906
"M",67,"36",607,368.095551894563
"M",67,"37",379,551.060686015831
"M",68,"182",385,479.571428571429
"M",68,"36",404,527.502475247525
"M",68,"447",468,434.876068376068
"M",69,"258",416,612.014423076923
"M",70,"182",583,525.869639794168
"M",71,"180",473,396.224101479915
"M",72,"36",493,435.821501014199
"M",72,"46",458,622.054585152838
"M",73,"150",394,442.626903553299
"M",73,"152",535,331.198130841121
"M",73,"36",413,548.438256658596
"M",73,"47",427,512.512880562061
"M",74,"134",421,741.508313539192
"M",74,"182",634,423.206624605678
"M",74,"37",450,453.251111111111
"M",74,"47",489,537.028629856851
"M",75,"182",648,376.458333333333
"M",75,"188",374,527.42513368984
"M",75,"36",409,513.266503667482
"M",77,"185",469,415.2921108742
"M",79,"146",510,507.38431372549
"M",80,"182",453,383.774834437086
"M",80,"46",402,451.05223880597
"M",80,"47",372,592.126344086022
"M",82,"107",465,492.245161290323
"M",82,"112",418,508.468899521531
"M",82,"124",2023,627.450321304993
"M",82,"141",395,931.227848101266
"M",82,"266",856,742.209112149533
"M",82,"48",734,292.719346049046
"M",83,"146",385,359.535064935065
"M",85,"174",2268,348.095679012346
"M",85,"254",440,344.365909090909
"M",85,"266",761,810.106438896189
"M",85,"267",425,786.745882352941
"M",85,"271",744,793.060483870968
"M",85,"28",390,683.158974358974
"M",86,"1",731,562.800273597811
"M",86,"14",690,601.836231884058
"M",86,"15",1435,496.031358885017
"M",86,"16",921,418.258414766558
"M",86,"17",441,387.657596371882
"M",86,"18",411,304.172749391728
"M",86,"183",443,511.422121896163
"M",86,"19",383,267.827676240209
"M",86,"23",428,587.556074766355
"M",86,"266",655,645.941984732824
"M",86,"267",456,641.980263157895
"M",86,"271",789,603.524714828897
"M",86,"272",383,569.334203655352
"M",86,"35",423,454.028368794326
"M",87,"106",393,825.541984732824
"M",87,"266",510,1072.63137254902
"M",87,"41",595,725.845378151261
"M",87,"43",569,617.460456942003
"M",87,"48",1010,399.089108910891
"M",88,"48",438,603.424657534247
"M",90,"106",969,474.254901960784
"M",90,"43",399,1178.35588972431
"M",90,"48",382,799.293193717278
"M",92,"106",410,731.156097560976
"M",93,"105",389,431.323907455013
"M",95,"106",431,509.823665893271
"M",96,"1",384,1170.7265625
"M",96,"10",752,603.261968085106
"M",96,"107",527,781.284629981025
"M",96,"11",456,961.589912280702
"M",96,"112",585,528.331623931624
"M",96,"115",569,777.25834797891
"M",96,"26",856,729.508177570093
"M",96,"27",474,982.447257383966
"M",96,"48",523,492.309751434034
"M",97,"106",408,585.276960784314
"M",98,"119",427,401.707259953162
"M",98,"266",388,790.149484536082
"M",98,"271",375,725.949333333333
"M",98,"43",421,443.403800475059
"M",99,"1",1262,1139.17670364501
"M",99,"10",891,517.742985409652
"M",99,"107",658,364.025835866261
"M",99,"11",904,816.700221238938
"M",99,"12",462,788.415584415584
"M",99,"43",375,495.194666666667
"M",102,"102",409,1279.51833740831
"M",103,"1",704,581.649147727273
"M",103,"103",616,1247.45941558442
"M",103,"11",488,509.428278688525
"M",103,"111",411,298.61800486618
"M",103,"12",404,482.002475247525
"M",103,"174",492,391.079268292683
"M",103,"18",842,536.66270783848
"M",103,"256",482,419.470954356846
"M",103,"27",454,569.905286343612
"M",103,"271",582,578.259450171821
"M",106,"106",602,1409.20265780731
"M",106,"109",430,398.881395348837
"M",107,"113",1325,337.412075471698
"M",107,"114",901,275.239733629301
"M",107,"115",601,448.585690515807
"M",107,"116",965,400.931606217617
"M",107,"118",524,311.610687022901
