"Genero_Usuario","Ciclo_Estacion_Retiro","Ciclo_Estacion_Arribo","Viajes","Tiempo_Promedio"
"M","37","37",383,19922289.0198433
"M","370","372",605,5004072.7983157
"M","372","370",690,4296409.84465217
"M","372","374",373,5919634.3977748
"M","372","393",377,5687625.20892042
"M","372","399",591,4913275.23408291
"M","374","405",381,8442563.86360629
"M","375","405",450,5465740.18337111
"M","384","387",406,4349031.77614532
"M","384","419",430,5723225.92432325
"M","385","389",422,3887401.29383886
"M","385","390",407,4031687.79361179
"M","387","384",444,5965796.00031982
"M","389","385",436,5064280.78669725
"M","390","385",405,6386868.83703704
"M","390","398",538,6920839.38475836
"M","391","391",702,29568988.1282051
"M","392","398",552,6402732.47101449
"M","393","372",508,5214863.31760433
"M","393","399",491,5651623.08421996
"M","394","372",383,3458783.84134727
"M","394","399",402,4081024.34192786
"M","396","398",531,2851028.64971751
"M","398","390",396,9717407.63888889
"M","398","392",570,6750627.97894737
"M","398","396",454,4998722.72026432
"M","399","372",593,10741301.9685852
"M","399","393",504,6755024.49215079
"M","399","394",486,5967920.70279219
"M","4","1",565,5137340.97522124
"M","40","40",555,29309952.4172973
"M","40","42",375,9754112.61706666
"M","405","374",395,6229446.24236456
"M","405","405",829,21680718.7283293
"M","41","19",373,8963408.84852547
"M","41","266",371,5784379.17520216
"M","41","41",469,17213545.6029851
"M","42","42",445,26495250.4060674
"M","425","425",491,22860773.8126273
"M","43","266",387,9131246.5503876
"M","43","43",465,17767116.9630108
"M","439","437",372,4238601.22537635
"M","447","447",424,22158173.0953561
"M","449","449",579,17975093.6580311
"M","45","45",858,12498061.6876457
"M","450","450",501,12715673.6814291
"M","452","211",446,6506452.49775785
"M","458","458",916,4819483.3569869
"M","46","46",393,28716658.9735369
"M","460","204",389,6650548.26193316
"M","463","465",497,5969312.47686117
"M","464","467",421,5547817.49816389
"M","465","197",493,10365138.6693712
"M","465","242",565,11608865.2283186
"M","465","463",663,7707100.98491704
"M","466","197",391,5811885.10997442
"M","467","464",413,7636338.82876029
"M","47","47",751,17471696.6950732
"M","475","197",442,13273136.9524887
