source,target,Viajes,Tiempo_Promedio
241,459,449,859.2293987
242,208,891,703.1750842
242,235,492,565.4247967
242,242,1113,843.7115903
242,465,383,530.0104439
246,212,401,344.4862843
247,247,662,2134.602719
247,464,376,1197.558511
248,248,405,1326.37037
25,1,534,445.2771536
25,25,472,1480.173729
251,251,430,1484.493023
254,254,950,1302.8
255,174,470,301.8021277
255,255,923,1090.731311
256,41,375,402.2373333
256,111,717,402.0543933
256,174,472,389.1694915
256,183,866,365.2263279
256,255,368,279.8288043
256,256,635,1462.223622
257,33,630,1680.007937
257,108,879,928.778157
257,139,514,1239.554475
257,160,727,693.4924347
257,257,2025,2142.943704
257,260,696,1052.320402
257,449,504,1554.664683
258,258,375,1542.869333
26,26,636,2244.033019
26,43,468,514.0277778
26,96,575,752
26,266,912,512.7160088
26,271,672,533.1502976
260,33,612,1554.026144
260,108,440,1083.636364
260,257,661,1150.363086
260,260,1382,1971.70767
260,449,432,1589.328704
260,472,423,1131.401891
262,262,1030,1221.303883
263,263,568,1506.28169
266,270,511,478.9960861
27,1,893,517.174692
27,15,407,604.8132678
27,26,373,566.9624665
27,27,2317,1686.372033
27,28,417,650.4964029
27,29,694,686.2175793
27,34,374,1266.181818
27,37,383,692.8563969
27,41,692,1095.060694
27,43,780,1003.552564
27,52,645,1064.127132
27,96,548,886.8686131
27,125,378,1059.756614
27,174,581,666.5266781
27,266,703,878.8904694
27,267,425,853.6682353
27,270,383,841.7989556
27,271,816,786.7267157
270,266,1185,412.0565401
270,267,540,396.2407407
270,270,1228,1320.040717
270,271,594,576.3249158
271,1,658,889.0303951
271,3,468,610.8632479
271,7,469,997.1428571
271,10,666,475.9459459
271,14,588,1040.714286
271,15,435,910.1057471
271,16,611,933.9639935
271,17,627,826.6092504
271,18,487,750.1170431
271,19,408,766.7622549
271,20,512,662.171875
271,26,1165,452.0806867
271,27,636,793.5534591
271,28,542,941.0738007
271,41,782,580.5626598
271,43,500,819.61
271,52,532,812.5921053
271,85,474,718.9852321
271,96,437,995.1647597
271,107,566,801.0088339
271,111,545,736.9082569
271,113,499,607.7835671
271,174,392,816.5459184
271,183,523,669.082218
271,270,1158,436.066494
271,271,650,2049.567692
272,1,443,904.4559819
272,270,464,453.5581897
274,274,378,867.1269841
276,276,499,1329.897796
276,295,473,565.2241015
277,277,460,1337.482609
277,295,433,355.2009238
28,1,547,647.583181
28,7,366,446.8989071
28,27,849,551.4664311
28,28,809,1697.723115
28,217,400,687.93
28,266,595,1140.265546
28,271,399,1154.343358
280,295,708,361.0720339
281,281,622,1329.853698
281,297,370,351.8162162
282,295,624,297.1410256
285,305,464,289.5775862
286,167,808,300.4492574
286,168,372,267.1182796
286,286,694,1960.723343
286,305,432,330.8009259
287,182,448,612.8482143
287,287,390,1934.835897
288,312,508,311.015748
291,291,524,1595.832061
295,277,517,361.7001934
295,280,549,481.5136612
295,282,488,294.5307377
295,295,1230,2030.650407
295,298,387,428.372093
295,299,756,402.2883598
295,302,513,564.3099415
295,317,758,498.5501319
295,318,465,368.7591398
295,319,479,335.4613779
296,175,405,1192.009877
296,296,940,1842.252128
296,300,387,759.9586563
297,297,395,1444.658228
298,298,412,1574.842233
299,295,422,474.2843602
30,1,592,529.9628378
30,30,903,1508.337763
300,296,425,841.6188235
300,300,562,1909.224199
300,360,451,841.789357
300,391,656,968.3917683
302,154,394,601.6598985
305,288,441,456.5328798
305,305,424,1573.502358
306,329,368,474.9592391
309,309,431,1553.099768
31,28,384,528.375
310,312,656,318.1219512
310,328,389,272.3984576
312,288,367,309.0926431
312,310,375,330.0986667
312,312,545,1239.950459
317,295,398,545.6859296
317,317,454,1606.95815
318,295,430,345.2046512
319,295,368,352.7798913
319,302,413,387.716707
32,2,506,457.3675889
32,4,873,369.6712486
32,9,398,425.2462312
32,32,434,1257.790323
320,320,529,1855.077505
321,321,783,1821.034483
323,295,374,438.342246
323,340,420,286.0785714
325,325,661,1442.048411
325,340,411,599.0194647
327,175,517,1121.611219
327,327,1282,1953.319033
327,360,417,1638.309353
327,391,804,1322.83209
328,310,597,263.1005025
329,326,615,490.1170732
33,33,2972,2171.469717
33,139,569,1763.87522
33,257,521,1898.026871
33,260,592,1590.060811
33,449,818,1405.327628
331,331,409,1514.447433
333,333,516,1519.05814
334,390,372,506.8951613
337,337,438,1548.504566
34,1,1028,578.7976654
34,5,410,545.6292683
34,34,2925,1597.890598
340,324,478,318.1401674
340,325,537,434.9013035
340,337,422,455.1540284
340,338,396,367.2828283
35,1,1110,568.1540541
35,5,456,463.8442982
35,6,580,432.9758621
35,11,462,530.0541126
35,35,605,1544.479339
351,351,505,1938.778218
357,359,401,343.7780549
359,355,483,627.4244306
359,356,928,392.887931
359,357,1038,274.3506744
359,359,543,1653.959484
359,372,489,514.2290389
359,373,367,353.5885559
36,36,598,1398.183946
36,45,595,363.8487395
36,53,1030,328.6262136
36,57,471,331.3312102
36,58,614,321.9185668
36,62,437,372.7025172
36,63,530,450.9150943
36,64,456,507.745614
36,68,435,407.1494253
36,72,465,487.3397849
360,300,434,829.1313364
360,360,641,1748.907956
360,391,366,1387.204918
366,369,845,193.0568047
369,363,447,378.9821029
369,366,678,230.0162242
369,372,469,339.3049041
37,27,550,621.9763636
37,37,753,1838.673307
37,53,466,376.5128755
372,359,435,593.091954
372,370,576,272.4479167
372,372,484,1277.977273
372,394,417,359.0455635
373,359,528,373.9318182
38,38,547,1408.056673
38,45,539,372.5491651
38,53,397,470.720403
38,54,414,433.7657005
38,59,432,486.2939815
38,64,381,477.0682415
384,389,396,266.520202
384,390,376,352.3164894
385,389,528,261.9943182
385,390,761,298.9513798
386,386,368,1606.695652
386,389,373,324.7372654
387,387,422,1348.414692
389,385,586,326.605802
39,39,838,1236.101432
390,334,549,493.8415301
390,385,514,399.2276265
390,390,369,1782.216802
390,396,374,358.4224599
390,398,785,526.1783439
390,421,464,198.7952586
390,436,470,420.2829787
391,175,391,1339.964194
391,300,649,1113.268105
391,327,997,1342.687061
391,391,2138,2760.382601
391,434,445,1450.705618
392,372,380,419.0605263
392,398,430,397.4046512
394,336,444,466.4707207
394,356,374,419.3930481
394,372,488,339.4262295
396,398,414,368.5748792
398,390,483,631.2981366
398,392,426,426.4812207
398,427,650,415.1661538
4,1,801,489.8189763
4,4,1097,1362.022789
4,32,509,401.4086444
40,40,596,1275.036913
40,47,409,480.0831296
40,51,471,323.7070064
40,56,517,374.5918762
402,428,468,454.6709402
402,431,381,425.8530184
404,404,695,1513.282014
405,405,863,1647.071842
407,407,864,1195.586806
41,3,688,533.3401163
41,10,449,435.610245
41,15,375,956.752
41,17,606,778.8481848
41,18,544,665.1875
41,19,676,628.3446746
41,20,779,521.071887
41,27,500,744.688
41,41,1022,1625.249511
41,87,422,628.8909953
41,256,455,454.8395604
41,266,859,536.1885914
41,267,402,495.0149254
41,271,474,579.5991561
416,416,396,1761.09596
416,436,404,310.1014851
418,418,399,1237.478697
426,426,486,1249.559671
427,398,799,398.3241552
427,427,461,2003.481562
428,402,486,327.1625514
43,43,798,1957.892231
43,52,454,926.6563877
43,87,729,445.1536351
43,88,532,581.4360902
43,96,373,534.9731903
43,266,501,726.7125749
430,430,392,1540.887755
431,402,455,369.6241758
431,431,496,1467.080645
431,440,430,512.0534884
432,402,384,512.6223958
432,440,403,552.7146402
433,433,559,1530.871199
434,391,507,1627.546351
434,434,1942,1829.368692
436,390,428,386.7009346
436,416,464,277.4719828
439,436,370,372.5432432
439,437,383,210.1801567
44,44,935,674.5101604
440,431,499,421.6573146
440,432,612,345.2434641
440,442,377,237.4562334
440,443,694,350.6873199
440,444,727,404.1829436
443,440,385,479.6493506
443,443,395,2041.210127
444,440,509,577.8742633
445,445,487,1607
447,53,476,318.5378151
448,124,391,467.887468
448,448,467,1557.27409
449,33,735,1371.217687
449,139,436,1407.486239
449,175,372,1147.365591
449,190,490,957.0959184
449,222,434,1528.0553
449,241,516,1536.972868
449,247,492,923.7398374
449,260,485,1540.307216
449,449,1752,1543.38984
449,459,367,1230.686649
45,36,560,315.6267857
45,45,1017,1171.798427
45,53,513,386.4658869
45,60,485,373.3443299
45,64,575,451.4695652
450,266,403,349.3052109
450,450,505,1448.172277
452,211,440,459.1863636
454,449,429,1242.363636
454,454,369,1619.685637
455,455,485,2370.756701
459,241,448,1024.207589
459,459,494,1591.253036
46,46,424,954.2523585
460,208,944,710.2235169
461,208,380,781.5
463,465,384,406.2578125
464,464,476,1891.502101
464,467,417,695.3165468
464,472,535,754.0429907
465,197,932,743.9313305
465,242,508,607.503937
465,463,681,387.7621145
466,197,532,601.5056391
466,242,519,477.1445087
467,241,579,911.7478411
467,464,525,635.2666667
47,47,964,1229.298755
479,108,371,1216.520216
479,257,529,730.3591682
479,479,470,1944.231915
48,48,595,1602.052101
48,87,614,440.1188925
48,96,456,473.5570175
480,480,534,1595.385768
