source,target,Viajes,Tiempo_Promedio
15,15,372,23.18835125
150,64,452,5.721275811
150,150,740,21.21876126
150,162,541,5.714109673
150,165,395,7.329746835
151,149,1273,4.406965174
151,151,1165,20.67560801
151,158,835,6.092335329
151,281,389,9.433076264
152,152,539,19.26391466
153,149,669,7.404857997
153,153,555,20.47192192
154,56,526,7.560773131
154,142,872,5.534728593
154,146,603,5.437534549
154,150,446,4.956913303
154,154,542,20.95107626
155,33,442,25.11636501
155,139,752,18.59889184
155,155,1708,32.59239852
155,449,456,19.96531433
156,156,414,26.73788245
156,157,484,3.750447658
156,158,574,5.265882695
158,134,647,8.816409067
158,141,889,7.775665542
158,145,667,6.921414293
158,151,1030,6.268106796
158,153,473,7.971564482
158,156,710,5.987535211
158,158,404,21.03737624
158,162,565,6.946135693
159,141,379,8.996042216
16,16,749,25.23751669
160,33,388,25.64480241
160,160,1182,23.35069092
160,257,1173,9.564649048
160,260,425,20.41160784
160,467,420,16.07142857
161,161,519,20.57530507
162,162,472,22.05776836
162,163,572,5.04233683
162,164,552,7.22798913
163,162,713,5.426905096
163,163,750,24.79115556
163,164,528,8.378377525
163,165,942,5.123956122
164,153,399,6.26299081
164,162,540,5.306759259
164,163,701,6.968140751
164,164,856,22.38572819
164,165,885,5.714915254
165,149,367,8.302633969
165,158,477,5.624074074
165,163,1419,4.644467935
165,164,419,8.529355609
165,165,656,20.62134146
166,167,438,4.709855403
167,167,477,25.37438854
167,169,401,5.358811305
167,182,425,7.028666667
167,286,1143,6.532502187
167,305,430,8.573410853
168,168,441,22.47222222
168,182,598,6.032162765
169,169,1029,20.64614512
17,17,708,35.20715631
170,170,379,22.85382586
171,170,484,6.729132231
171,171,531,27.63088512
171,305,444,6.501426426
172,172,816,22.54219771
172,177,525,5.348190476
173,167,406,6.187192118
173,173,434,21.58817204
173,182,390,6.727307692
174,1,866,10.27041955
174,6,582,9.418041237
174,11,845,9.875700197
174,85,716,7.048812849
174,103,384,8.017361111
174,111,1882,5.303320935
174,174,985,24.16201354
174,183,1228,5.524457112
174,255,387,7.53419466
174,271,748,9.559336007
175,33,403,26.72047146
175,175,1028,27.88347925
175,190,540,17.9342284
175,327,687,21.27513343
175,391,464,24.70747126
177,172,476,5.385294118
179,179,415,19.78819277
18,1,1550,6.908795699
18,14,501,14.58230206
18,18,1086,29.82941989
18,103,442,12.53702866
18,183,388,10.38032646
18,271,509,13.70206287
180,71,406,8.162397373
180,180,693,25.88061568
180,303,606,7.672579758
181,181,829,21.41509851
182,64,665,10.52215539
182,70,513,9.176803119
182,74,443,7.647629797
182,84,601,6.011758181
182,164,395,6.959451477
182,171,499,7.827788911
182,173,453,6.607395143
182,182,946,22.92121212
183,1,432,9.397878086
183,17,412,9.814886731
183,18,721,8.681137309
183,174,1371,5.148845125
183,183,1223,24.28565004
183,254,586,5.966751991
183,256,480,6.799548611
183,271,577,10.82995378
184,28,374,11.19385027
184,184,869,26.69948216
185,185,648,26.70583848
185,187,718,5.849512535
186,186,522,35.39604087
187,185,485,4.561718213
187,187,657,25.14769153
188,187,426,5.696322379
19,1,398,8.263777219
19,14,382,11.745637
19,19,379,35.02858399
190,139,411,24.19736415
190,175,564,17.24506501
190,190,1053,26.82187401
190,449,472,20.39240819
191,184,387,5.288113695
194,194,1278,34.36567553
194,195,428,32.30455607
194,217,400,9.840958333
195,195,811,39.8229963
197,197,581,21.92527252
197,208,531,13.39535468
197,465,762,8.949387577
197,466,500,9.598433333
197,476,407,20.70941851
2,1,546,8.604426129
2,2,477,23.2118798
2,9,437,4.93539283
20,15,486,9.661831276
20,20,593,34.06942102
204,206,694,6.443611912
204,242,430,9.926821705
205,205,368,22.41213768
206,204,788,6.025909475
206,208,731,8.414432285
206,211,475,9.632210526
208,197,448,14.33924851
208,206,1021,8.622477963
208,242,458,10.77052402
208,460,617,11.67158293
21,27,410,8.725325203
210,197,378,12.42134039
210,242,475,8.502596491
211,206,490,9.807176871
211,211,397,29.25134341
211,217,1214,4.992023613
211,246,710,6.335680751
211,452,587,8.322203294
211,468,592,9.918637387
217,211,580,6.763850575
217,212,474,5.887763713
217,217,797,20.71173149
218,218,377,27.68373121
22,22,402,37.6196932
222,190,433,22.07190146
222,222,1172,26.91963879
222,241,429,20.51208236
222,449,427,29.17587822
223,221,456,7.847295322
223,223,396,21.07643098
23,23,544,26.41878064
23,27,465,9.549390681
230,230,469,20.84964463
230,238,459,6.251379811
232,232,873,26.50868652
233,233,456,35.42065058
234,234,384,19.57864583
24,1,491,7.49646979
24,11,370,7.423378378
24,24,515,34.25763754
24,27,409,8.881866341
24,266,373,17.30084897
24,271,902,15.26435698
241,33,476,32.34744398
241,241,1165,30.90921316
241,467,372,20.16886201
242,208,442,11.43898944
242,211,384,12.59726563
242,242,659,19.98469904
242,465,481,9.637768538
245,245,749,20.44741878
246,211,486,6.141735254
247,247,570,21.02181287
248,248,497,27.042723
25,1,496,8.781485215
25,25,763,32.18256881
251,251,551,25.96285541
254,1,475,9.663508772
254,41,368,8.886141304
254,183,669,4.676208271
254,254,1215,25.06591221
254,271,391,9.892114237
255,174,483,5.309937888
255,255,592,18.18952703
256,41,611,7.038652482
256,103,624,7.868002137
256,111,633,5.931753555
256,183,729,5.961659808
256,256,551,24.09742892
257,33,883,28.57567006
257,139,564,21.60446217
257,160,783,11.73639847
257,257,2808,31.09176757
257,260,475,24.18564912
257,449,395,31.98890295
258,69,373,8.185612154
258,258,555,27.71948949
26,26,548,36.54455596
26,41,368,14.18197464
26,96,380,12.50763158
26,266,888,8.379279279
26,271,614,8.49334962
260,33,839,33.28353198
260,108,529,22.46080655
260,139,404,29.1615099
260,160,474,20.30295359
260,257,466,22.59889127
260,260,2205,32.16076342
260,449,563,30.70953227
262,262,1200,21.24188889
263,263,426,23.41279343
266,1,376,13.44632092
266,20,367,9.772297911
266,41,451,9.92172949
266,270,411,9.524412003
27,1,591,9.589311901
27,26,370,9.441711712
27,27,2419,37.8042993
27,29,590,13.61759887
27,41,534,19.0315231
27,43,443,18.56297968
27,125,478,21.33776151
27,271,573,14.38789994
270,41,368,19.11141304
270,266,1219,7.108818704
270,267,484,6.025757576
270,270,1321,23.59173606
270,271,449,9.189977728
271,1,565,15.08722714
271,3,384,13.15633681
271,7,575,16.67463768
271,10,693,9.140957191
271,14,384,18.31271701
271,20,427,12.67529274
271,24,552,14.83378623
271,26,1308,7.427459225
271,28,477,16.29287212
271,41,940,9.980177305
271,43,402,15.2094942
271,48,370,13.94342342
271,52,380,15.22399123
271,86,455,9.881721612
271,96,400,17.49195833
271,103,416,14.95052083
271,111,467,12.21630978
271,113,574,8.900203252
271,118,442,12.1857089
271,174,449,11.19936897
271,183,507,11.08786982
271,270,899,8.608861698
271,271,689,21.91676343
272,1,467,14.47002141
272,28,451,15.82978566
272,41,369,10.3597561
274,274,468,12.22571225
276,165,438,7.823059361
276,276,1460,24.22839041
276,277,441,19.25400605
276,295,698,11.64436485
277,277,475,25.12617544
28,1,383,11.12140992
28,27,412,10.82912621
28,28,862,32.53288863
28,266,425,18.80882353
28,271,523,17.27157425
280,295,606,7.478190319
281,281,592,28.48834459
282,295,573,5.210034904
285,305,499,4.756713427
286,167,1031,4.464791465
286,286,645,31.49604651
286,305,488,5.782342896
287,182,411,7.643025142
288,312,438,4.917123288
29,29,543,33.97943524
29,41,423,41.70985028
29,87,393,13.30271416
29,96,483,10.19057971
291,291,384,27.03007813
293,293,430,23.82290698
293,295,390,13.02846154
295,276,495,14.42074074
295,280,636,6.758909853
295,282,495,5.569393939
295,295,983,28.51486945
295,298,374,6.841087344
295,299,689,7.941170779
295,301,422,10.71319115
295,317,1113,8.637466307
295,318,419,6.913564041
296,139,415,22.75337349
296,296,1625,28.77097436
296,300,853,17.5369871
296,327,550,24.12324242
296,360,386,25.65837651
297,280,376,7.03572695
297,281,374,7.00868984
297,297,661,23.97970247
297,299,522,5.177554278
298,298,493,25.76720757
299,295,429,8.647086247
299,299,534,22.94385144
3,3,840,22.49063492
3,271,452,12.41880531
30,1,671,8.187704918
30,30,2568,25.06100078
300,296,685,19.20515815
300,300,1048,28.69309796
300,327,684,26.23988791
300,360,454,21.95139501
300,391,471,25.02307148
302,154,566,9.614546525
302,302,381,16.71299213
305,288,439,9.322057707
305,305,659,21.93603945
31,27,488,32.05327869
31,30,380,14.4072807
31,31,636,27.94685535
310,167,402,7.991210614
310,312,520,5.232435897
310,351,388,9.917310997
312,310,459,5.603013798
312,312,404,18.60276403
317,295,709,8.284626234
317,317,631,21.9401215
318,295,381,5.444969379
32,2,457,8.829394602
32,4,548,6.928892944
32,32,473,22.60852713
32,35,377,10.95159151
32,36,412,7.20473301
320,320,486,25.77184499
321,321,718,28.46429898
323,295,434,7.50249616
323,340,487,5.834325804
325,302,436,4.811085627
326,326,395,23.87721519
327,175,686,22.67052964
327,190,372,21.05277778
327,296,688,23.87344961
327,300,584,25.50525114
327,327,2220,34.07704204
327,360,484,33.49397383
327,391,1337,28.70041137
328,310,488,4.806318306
329,326,477,8.22966457
33,33,4532,38.29372242
33,108,479,25.29182324
33,139,1096,28.26420316
33,175,432,27.61782407
33,222,367,33.80871935
33,257,762,30.72793088
33,260,587,29.19173765
33,449,974,25.92325462
331,310,397,6.289924433
331,326,465,7.691039427
331,331,413,23.29535916
333,333,439,33.70535308
337,337,370,24.11423423
34,1,746,9.08165773
34,34,1241,25.35993822
34,125,447,14.62449664
340,323,384,5.100824653
340,324,441,6.151965231
340,325,417,7.949560352
340,338,432,5.717978395
348,305,430,7.324186047
35,1,1546,8.503223372
35,2,368,11.04605978
35,6,762,7.457370954
35,11,458,8.618886463
35,17,500,8.1253
35,31,488,7.750443989
35,32,386,7.830094991
35,35,597,23.79246231
350,350,379,21.45712401
351,310,520,8.209358974
351,351,490,26.10367347
352,347,397,6.810747271
352,355,406,10.05907225
355,355,419,14.08190135
357,359,366,9.182604736
359,355,379,8.382277924
359,356,827,7.000806127
359,357,744,4.840837814
359,359,486,23.57352538
36,36,782,25.74840153
36,45,456,4.756725146
36,47,394,8.856683587
36,53,1041,5.219596542
36,58,639,6.093974961
36,63,584,6.789269406
36,64,386,10.16066494
36,68,460,7.636014493
36,73,414,8.504267311
36,146,398,14.51955611
360,296,372,22.22786738
360,300,567,17.87087008
360,327,419,29.68667462
360,360,1225,30.56419048
360,391,619,29.75708131
360,445,407,29.48378378
366,369,873,3.160977472
369,366,806,4.170574855
369,369,372,25.40846774
369,372,546,5.900579976
369,390,375,11.09373333
37,37,585,23.89347578
37,53,560,7.448779762
37,150,366,11.06197632
372,370,370,7.498423423
372,393,478,4.650453278
373,359,405,4.67744856
374,374,522,25.1609834
38,36,369,5.97100271
38,38,573,22.06564863
38,45,385,6.133679654
38,53,532,8.489223058
38,54,448,5.495870536
38,56,412,8.401173139
38,61,497,7.889268947
38,64,371,9.776325247
381,381,386,29.45185665
385,389,616,4.807927489
385,390,751,6.612450067
386,389,395,4.948101266
386,390,467,7.775410421
387,385,366,4.987386157
387,387,398,23.25582077
389,385,765,5.69664488
389,386,390,7.623247863
39,39,583,25.371498
390,302,777,12.85298155
390,385,757,7.98901365
390,390,555,26.47753754
390,398,1080,9.550030864
391,175,387,26.77230835
391,300,445,25.69970037
391,327,1429,26.33205038
391,360,523,35.35130656
391,391,7458,42.59952847
391,434,840,38.19160714
392,398,460,7.115905797
393,372,418,5.504625199
396,398,728,4.321932234
398,372,415,8.770722892
398,390,529,13.20913674
398,392,602,7.209939092
398,394,475,5.931263158
398,396,405,4.728847737
398,413,392,5.936309524
398,427,387,6.786175711
4,1,751,6.72816245
4,4,645,22.95276486
4,32,540,6.269907407
40,40,393,27.82849873
40,51,390,5.516495726
40,56,516,5.958268734
400,295,418,14.47380383
404,404,940,29.67882979
404,405,473,23.0798802
405,405,1362,28.36221243
407,407,894,16.27716257
41,3,758,10.59586631
41,10,539,8.646351268
41,14,378,21.16424162
41,17,652,16.44552658
41,18,540,13.805
41,19,577,12.51554015
41,20,608,12.45811404
41,25,371,18.54703504
41,41,1844,31.85586587
41,87,763,10.56017912
41,89,368,16.65529891
41,96,522,10.77541507
41,183,468,9.454095442
41,254,372,10.02836022
41,256,515,7.979579288
41,266,1073,8.835414725
41,267,445,8.87928839
41,270,477,15.01767994
41,271,631,10.96973059
413,398,419,7.096221161
416,416,449,29.00167038
418,418,427,25.48786105
42,42,388,23.68350515
420,420,703,29.31076339
425,425,539,22.31416203
426,426,1810,23.42192449
427,427,428,28.80299844
428,428,477,26.12173305
43,43,840,33.87732143
43,89,377,15.9474359
43,266,384,12.04908854
434,391,888,33.16296922
434,434,895,33.93148976
44,44,767,18.70132551
44,46,432,4.34054784
445,391,414,25.05704509
445,445,468,30.31331909
448,448,434,28.26885561
449,33,869,29.33563483
449,139,544,24.7861826
449,155,467,23.87437545
449,190,456,17.07876462
449,222,541,23.29975354
449,241,403,29.54346567
449,260,472,29.57037429
449,449,2468,26.8385805
449,454,372,22.1391129
45,36,379,4.921284081
45,45,1272,20.23975367
45,49,424,4.983294025
45,53,533,7.207817386
45,60,563,7.095293073
45,64,495,9.364242424
450,266,469,6.852700782
450,450,550,23.33612121
452,211,415,8.110481928
454,454,542,32.6902829
455,455,820,38.37560976
459,459,406,30.07237274
46,46,443,25.74029345
460,202,380,6.235087719
460,204,610,9.141967213
460,208,719,10.91859064
460,228,397,10.06141898
461,204,384,10.80277778
461,208,381,13.33429571
463,205,424,11.51077044
463,465,815,7.423578732
464,222,446,16.59753363
464,464,449,25.8918337
464,467,488,11.38589481
465,197,851,10.54073639
465,242,579,8.693638457
465,463,1010,7.771336634
466,197,538,11.01533457
467,160,405,19.10950617
467,241,395,16.90130802
467,464,579,16.24930915
467,467,456,21.02737573
468,201,440,7.176325758
468,211,386,10.01295337
47,36,391,9.029326513
47,47,1669,22.17631316
475,197,429,12.65749806
476,197,369,16.30140018
476,474,524,7.648473282
479,257,375,12.48453333
479,479,400,31.46566667
48,48,656,25.51458333
48,87,876,7.865563166
48,96,444,9.223648649
48,124,436,10.19545107
48,266,368,13.23663949
48,271,369,11.99272809
480,480,593,30.17827431
